公司代碼,簡稱,年月日,融資餘額(張),融資餘額(千元),融資買進(張),融資買進(千元),融資賣出(張),融資賣出(千元),融資現金償還(張),融資現金償還(千元),融資增減(張),融資增減(千元),融資增減比率,融資使用率,融資限額,融券餘額(張),融券餘額(千元),融券買進(張),融券買進(千元),融券賣出(張),融券賣出(千元),融券現券償還(張),融券現券償還(千元),融券增減(張),融券增減(千元),融券增減比率,融券使用率,融券限額,是否可信用交易(Y),券資比,資券互抵,當日收盤,融資(買+賣)/成交量 %,融券(買+賣)/成交量 %,借券賣出餘額(張),借券賣出餘額(千元),借券賣出(張),借券賣出(千元),借券賣出庫存異動(張),借券賣出庫存異動(千元),借券賣出可使用額度,借券賣出限額,借券賣出(千元)_交易所,融券賣出(千元)_交易所,均價,每股融資成本,每股融券成本,融資維持率,融券維持率,整戶維持率
Y9999  ,加權指數     ,2005/01/03,    20837188,   261746919.00,     1149546,    13060318.00,     1097601,    12612015.00,       13854,      156730.00,       12209,      228142.00,        0.06,      ,             ,     1366359,    35716738.50,       53227,     1540184.70,       99577,     1943831.33,        4873,      108667.33,       41421,      293208.35,        3.13,      ,             , ,   6.56,      353834,   6143.1200,    26.58,     1.81,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         155.52,         183.83,         158.92
Y9999  ,加權指數     ,2005/01/04,    20832463,   261850636.00,      846561,     9497984.00,      848180,     9247485.00,       11831,      130512.00,       -4725,      103717.00,       -0.02,      ,             ,     1321238,    33761564.41,       87428,     2207278.42,       48933,      906939.04,        6693,      146197.34,      -45121,    -1444951.38,       -3.30,      ,             , ,   6.34,      170194,   6060.4600,    26.21,     2.11,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         153.47,         186.71,         157.26
Y9999  ,加權指數     ,2005/01/05,    20885636,   262784819.00,      637325,     7576667.00,      569316,     6469262.00,       14750,      166655.00,       53173,      934183.00,        0.26,      ,             ,     1297389,    32662108.79,       76741,     1921246.05,       58686,     1264343.03,        5794,      115792.02,      -23849,     -772695.00,       -1.81,      ,             , ,   6.21,      163007,   5988.3700,    21.06,     2.36,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         152.10,         188.33,         156.10
Y9999  ,加權指數     ,2005/01/06,    20866146,   262346848.00,      546566,     6164453.00,      553010,     6414587.00,       13006,      166447.00,      -19490,     -437971.00,       -0.09,      ,             ,     1293191,    32174713.23,       53291,     1349641.94,       59756,     1271273.56,       10665,      209319.70,       -4198,     -287933.09,       -0.32,      ,             , ,   6.20,      168288,   5982.1200,    22.95,     2.36,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         151.68,         189.05,         155.76
Y9999  ,加權指數     ,2005/01/07,    20811804,   261582960.00,      678377,     8055007.00,      716904,     8596388.00,       15662,      213826.00,      -54342,     -763888.00,       -0.26,      ,             ,     1276559,    31087299.35,       86434,     2164813.64,       78248,     1637064.61,        8459,      191147.51,      -16632,     -718694.13,       -1.29,      ,             , ,   6.13,      204873,   5935.9900,    23.16,     2.73,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         149.56,         192.80,         154.12
Y9999  ,加權指數     ,2005/01/10,    20747112,   260763705.00,      463448,     5530713.00,      514330,     6101812.00,       16912,      237210.00,      -64692,     -819255.00,       -0.31,      ,             ,     1254507,    30329523.26,       75098,     1656915.94,       63424,     1462569.81,        8347,      117653.21,      -22052,     -371573.25,       -1.73,      ,             , ,   6.05,      121571,   5942.8500,    20.20,     2.86,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         149.19,         193.67,         153.83
Y9999  ,加權指數     ,2005/01/11,    20745765,   260510624.00,      456948,     5682185.00,      442404,     5684083.00,       15792,      249470.00,       -1347,     -253081.00,       -0.01,      ,             ,     1276898,    31241420.88,       61807,     1420726.56,       88284,     2245678.31,        5971,      115473.20,       22391,      761238.69,        1.78,      ,             , ,   6.15,      164118,   5975.6600,    17.83,     2.98,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         150.53,         191.17,         154.90
Y9999  ,加權指數     ,2005/01/12,    20610966,   258737374.00,      561303,     6333213.00,      670116,     7769105.00,       25569,      309713.00,     -134799,    -1773250.00,       -0.65,      ,             ,     1186616,    29566297.77,      126928,     2192680.56,       43366,      936245.38,        6700,      191778.02,      -90282,    -1448282.96,       -7.07,      ,             , ,   5.76,      139126,   5879.0800,    21.12,     2.92,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         147.29,         194.84,         152.13
Y9999  ,加權指數     ,2005/01/13,    20571767,   258152723.00,      646955,     7815981.00,      668553,     8138040.00,       17729,      263202.00,      -39199,     -584651.00,       -0.19,      ,             ,     1183243,    28956029.27,       83410,     2076973.52,       88803,     2015338.62,        8725,      179381.32,       -3373,     -241805.44,       -0.28,      ,             , ,   5.75,      236682,   5853.9400,    21.00,     2.75,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         146.73,         195.35,         151.63
Y9999  ,加權指數     ,2005/01/14,    20597391,   258341865.00,      609784,     6965982.00,      564198,     6485704.00,       18246,      281141.00,       25624,      189142.00,        0.12,      ,             ,     1221296,    29750228.45,       75059,     1927907.02,      120475,     2760419.21,        7275,      143603.30,       38053,      686907.14,        3.22,      ,             , ,   5.93,      301055,   5889.5200,    18.82,     3.13,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         148.33,         192.51,         152.94
Y9999  ,加權指數     ,2005/01/17,    20623566,   258293718.00,      714501,     8367163.00,      677335,     8213384.00,       11520,      191872.00,       26175,      -48147.00,        0.13,      ,             ,     1260939,    31584757.47,       60533,     1419415.42,      108409,     2696949.99,        8233,      159996.99,       39643,     1117537.60,        3.25,      ,             , ,   6.11,      243021,   5945.2700,    21.57,     2.62,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         149.97,         189.93,         154.33
Y9999  ,加權指數     ,2005/01/18,    20573896,   257479039.00,      419671,     5254277.00,      457492,     5878939.00,       11865,      185838.00,      -49670,     -814679.00,       -0.24,      ,             ,     1258511,    31538269.92,       60436,     1449393.31,       68301,     1722612.88,       10285,      183891.60,       -2428,       88972.37,       -0.19,      ,             , ,   6.12,      138923,   5933.5700,    18.68,     2.74,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         149.66,         189.89,         154.07
Y9999  ,加權指數     ,2005/01/19,    20524624,   256675764.00,      489419,     6271717.00,      523662,     6863107.00,       14954,      206156.00,      -49272,     -803275.00,       -0.24,      ,             ,     1245034,    31132887.72,       71689,     1950124.94,       64352,     1713420.39,        6140,      135372.90,      -13477,     -372077.42,       -1.07,      ,             , ,   6.07,      159622,   5895.3500,    18.91,     2.54,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         148.83,         190.88,         153.39
Y9999  ,加權指數     ,2005/01/20,    20530640,   256511199.00,      591767,     8111170.00,      571518,     7476986.00,       15900,      809676.00,        6016,     -164565.00,        0.03,      ,             ,     1213203,    30866112.36,      107546,     2644806.33,       79050,     2466057.91,        3336,       72136.30,      -31831,     -250839.21,       -2.56,      ,             , ,   5.91,      272857,   5888.1000,    18.35,     2.94,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         149.39,         190.46,         153.82
Y9999  ,加權指數     ,2005/01/21,    20490194,   255890107.00,      421097,     5440444.00,      441272,     5792018.00,       20155,      267193.00,      -40446,     -621092.00,       -0.20,      ,             ,     1195635,    30430406.84,       59994,     1439332.96,       46005,     1209830.56,        3570,       66482.57,      -17568,     -296254.15,       -1.45,      ,             , ,   5.84,      129317,   5848.9100,    17.17,     2.11,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         148.60,         191.48,         153.17
Y9999  ,加權指數     ,2005/01/24,    20383400,   254228036.00,      466665,     5886816.00,      558717,     7306302.00,       14672,      222953.00,     -106794,    -1662071.00,       -0.52,      ,             ,     1115157,    28039391.33,      104151,     2490999.59,       29801,      683072.84,        6130,       93405.43,      -80478,    -1901311.72,       -6.73,      ,             , ,   5.47,       91455,   5771.4800,    19.53,     2.55,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         145.44,         195.96,         150.44
Y9999  ,加權指數     ,2005/01/25,    20279656,   252889327.00,      492868,     5790620.00,      575026,     6753459.00,       21536,      368928.00,     -103744,    -1338709.00,       -0.51,      ,             ,     1098145,    27649537.32,       96824,     2126019.76,       87226,     2203660.32,        7410,      148650.76,      -17012,      -71217.89,       -1.53,      ,             , ,   5.42,      163743,   5782.7500,    20.56,     3.54,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         145.55,         194.62,         150.43
Y9999  ,加權指數     ,2005/01/26,    20248087,   251944437.00,      404710,     5047980.00,      421493,     5739470.00,       14644,      235280.00,      -31569,     -944890.00,       -0.16,      ,             ,     1149462,    29359245.19,       46413,     1098663.73,      101230,     2549535.48,        3476,       67757.61,       51317,     1382577.14,        4.67,      ,             , ,   5.68,      215439,   5835.3700,    17.55,     3.14,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         146.53,         192.80,         151.38
Y9999  ,加權指數     ,2005/01/27,    20143740,   250627739.00,      373378,     5275255.00,      456940,     6340318.00,       17795,      218279.00,     -104347,    -1316698.00,       -0.52,      ,             ,     1119961,    29290412.67,       67443,     1508194.59,       65736,     1761417.88,       29041,      449953.51,      -29501,     -179066.93,       -2.57,      ,             , ,   5.56,      171271,   5842.7600,    17.66,     2.83,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         146.58,         192.18,         151.36
Y9999  ,加權指數     ,2005/01/28,    20102920,   249846681.00,      524908,     7341851.00,      540668,     7778809.00,       24951,      308491.00,      -40820,     -781058.00,       -0.20,      ,             ,     1070142,    29181109.15,       96646,     2359083.17,       83651,     2465568.34,       36292,      570815.35,      -49819,     -464062.04,       -4.45,      ,             , ,   5.32,      284303,   5879.9300,    17.37,     2.94,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         148.80,         188.35,         152.97
Y9999  ,加權指數     ,2005/01/31,    20053008,   249344795.00,      811662,    11955773.00,      841012,    12179620.00,       20340,      233628.00,      -49912,     -501886.00,       -0.25,      ,             ,     1027675,    29496649.01,      112857,     3149057.64,       89249,     2953995.07,       18864,      385396.36,      -42467,     -579073.49,       -3.97,      ,             , ,   5.12,      396732,   5994.2300,    18.45,     2.26,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         152.50,         182.60,         155.73
Y9999  ,加權指數     ,2005/02/01,    19933422,   247498535.00,      602907,     8834375.00,      695560,    10347624.00,       26934,      318729.00,     -119586,    -1846260.00,       -0.60,      ,             ,      994102,    29226915.68,       64241,     1808316.46,       46364,     1613159.26,       15722,      288091.31,      -33573,     -482325.50,       -3.27,      ,             , ,   4.99,      207834,   5981.5400,    20.23,     1.72,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         151.16,         184.26,         154.65
Y9999  ,加權指數     ,2005/02/02,    19816091,   245829616.00,      738224,    10888498.00,      823684,    12093711.00,       31346,      400765.00,     -117331,    -1668919.00,       -0.59,      ,             ,      984959,    29576447.31,       60545,     1660263.60,       63812,     2066604.87,       10634,      223181.59,       -9143,      155969.55,       -0.92,      ,             , ,   4.97,      310573,   6018.6900,    19.45,     1.55,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         151.83,         183.86,         155.25
Y9999  ,加權指數     ,2005/02/03,    19482068,   241496038.00,      514934,     7233191.00,      755813,    10331591.00,       53727,      650910.00,     -334023,    -4333578.00,       -1.69,      ,             ,      956026,    28734372.31,       61949,     1816419.79,       41680,     1305052.58,        4978,      186665.27,      -28933,     -815788.64,       -2.94,      ,             , ,   4.91,      207892,   6034.6000,    19.73,     1.61,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         152.54,         183.53,         155.85
Y9999  ,加權指數     ,2005/02/14,    19444767,   240959520.00,      779291,    11121044.00,      788861,    11336179.00,       28948,      297010.00,      -37301,     -536518.00,       -0.19,      ,             ,      981419,    29988714.40,       38577,     1091095.14,       73409,     2116680.55,        9533,      276232.23,       25393,      747336.73,        2.66,      ,             , ,   5.05,      215937,   6112.4000,    20.48,     1.46,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.49,         181.67,         157.49
Y9999  ,加權指數     ,2005/02/15,    19400043,   240388409.00,      589896,     8514035.00,      619334,     8904269.00,       14747,      166767.00,      -44724,     -571111.00,       -0.23,      ,             ,      999305,    30788531.08,       43365,     1207750.32,       66890,     2089949.16,        5639,      143755.24,       17886,      737765.92,        1.82,      ,             , ,   5.15,      189528,   6122.3900,    19.75,     1.80,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.45,         181.57,         157.53
Y9999  ,加權指數     ,2005/02/16,    19469940,   241636667.00,      871209,    12435001.00,      782243,    10937239.00,       19106,      240742.00,       69897,     1248258.00,        0.36,      ,             ,     1010525,    31082050.46,       61240,     1735355.65,       77302,     2053774.13,        4957,      160798.48,       11220,      158017.51,        1.12,      ,             , ,   5.19,      376492,   6143.4900,    22.20,     1.86,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.44,         180.52,         159.19
Y9999  ,加權指數     ,2005/02/17,    19499974,   242086149.00,      879671,    12537251.00,      832618,    11847560.00,       16878,      221312.00,       30034,      449482.00,        0.15,      ,             ,      997155,    30540673.40,       54648,     1666279.39,       55745,     1673754.81,       14404,      562899.92,      -13370,     -556808.56,       -1.32,      ,             , ,   5.11,      272443,   6072.1600,    22.97,     1.48,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.89,         182.97,         158.02
Y9999  ,加權指數     ,2005/02/18,    19504373,   242779288.00,      833686,    12233052.00,      802056,    11202332.00,       27412,      324536.00,        4399,      693139.00,        0.02,      ,             ,     1006928,    31123969.29,       59958,     1599471.32,       77218,     2425626.83,        7504,      279435.56,        9773,      546585.27,        0.98,      ,             , ,   5.16,      364403,   6115.4300,    22.27,     1.87,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.53,         181.29,         159.36
Y9999  ,加權指數     ,2005/02/21,    19544593,   243489864.00,     1151946,    16180273.00,     1090058,    15165681.00,       21495,      276156.00,       40220,      710576.00,        0.21,      ,             ,     1025655,    31572976.66,       53275,     1719625.49,       80867,     2098016.51,        8813,      344934.78,       18727,       32332.99,        1.86,      ,             , ,   5.25,      393933,   6142.7800,    25.45,     1.52,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.60,         181.52,         160.34
Y9999  ,加權指數     ,2005/02/22,    19528090,   243499607.00,      769082,    10502741.00,      752470,    10137970.00,       23695,      317491.00,      -16503,        9743.00,       -0.08,      ,             ,     1000400,    30864317.58,       60236,     1650500.60,       43052,     1337819.72,        7744,      222436.07,      -25255,     -542067.52,       -2.46,      ,             , ,   5.12,      191627,   6107.1700,    24.04,     1.63,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.13,         182.82,         159.12
Y9999  ,加權指數     ,2005/02/23,    19580477,   244553773.00,      774201,    11250200.00,      696123,     9916134.00,       25445,      270246.00,       52387,     1054166.00,        0.27,      ,             ,      999430,    30516788.61,       63382,     1902564.80,       70151,     1857949.01,        7577,      210984.14,        -970,     -258961.99,       -0.10,      ,             , ,   5.10,      317607,   6121.5200,    22.41,     2.04,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.20,         181.73,         159.94
Y9999  ,加權指數     ,2005/02/24,    19526568,   244182868.00,      969769,    14438729.00,     1006740,    14587393.00,       17063,      204362.00,      -53909,     -370905.00,       -0.28,      ,             ,      991176,    30655229.29,       65225,     1819995.10,       60491,     1851720.36,        3879,      128234.46,       -8254,      -87654.45,       -0.83,      ,             , ,   5.08,      331527,   6128.3400,    24.13,     1.53,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.29,         183.32,         159.30
Y9999  ,加權指數     ,2005/02/25,    19564888,   244938734.00,     1175975,    17282856.00,     1115181,    16233918.00,       22422,      270942.00,       38320,      755866.00,        0.20,      ,             ,     1029139,    31916583.91,       62312,     1895283.06,      111844,     3131856.57,       11737,      324918.51,       37963,      914678.59,        3.83,      ,             , ,   5.26,      446570,   6207.8300,    22.73,     1.73,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.96,         181.98,         160.72
Y9999  ,加權指數     ,2005/03/01,    19488179,   243832449.00,      930139,    12950099.00,      975620,    13720707.00,       27077,      302173.00,      -76709,    -1106285.00,       -0.39,      ,             ,     1036488,    32331808.12,       61963,     1803748.85,       83335,     2636507.86,       13401,      437388.14,        7349,      382048.01,        0.71,      ,             , ,   5.32,      270425,   6259.6900,    21.78,     1.66,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         158.96,         180.75,         161.52
Y9999  ,加權指數     ,2005/03/02,    19343000,   241685603.00,      777297,    11212076.00,      895599,    12980657.00,       31189,      369394.00,     -145179,    -2146846.00,       -0.74,      ,             ,     1014256,    31448696.31,       60540,     2007436.74,       47206,     1320919.03,        9055,      227174.92,      -22232,     -910204.89,       -2.14,      ,             , ,   5.24,      222900,   6225.2500,    23.50,     1.51,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.41,         183.53,         160.40
Y9999  ,加權指數     ,2005/03/03,    19323121,   242044551.00,      811976,    11921778.00,      797214,    11123200.00,       34468,      424389.00,      -19879,      358948.00,       -0.10,      ,             ,      972855,    29106357.36,       80187,     2744624.03,       54454,     1449775.17,       15657,      497036.98,      -41401,    -1792137.54,       -4.08,      ,             , ,   5.03,      260982,   6202.3800,    22.71,     1.90,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.36,         184.56,         160.30
Y9999  ,加權指數     ,2005/03/04,    19211446,   240683609.00,      779482,    11631404.00,      854614,    12516553.00,       35674,      458984.00,     -111675,    -1360942.00,       -0.58,      ,             ,      963408,    28548369.02,       64005,     2127793.08,       65745,     1757540.46,       11052,      330346.54,       -9447,     -710992.29,       -0.97,      ,             , ,   5.01,      315114,   6193.6200,    23.57,     1.87,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.36,         185.30,         160.32
Y9999  ,加權指數     ,2005/03/07,    19209493,   240620083.00,      946676,    13511480.00,      921401,    13231035.00,       27631,      323958.00,       -1953,      -63526.00,       -0.01,      ,             ,      956292,    28423440.70,       64130,     2107438.92,       66634,     1987753.79,        9570,      253218.16,       -7116,     -376917.26,       -0.74,      ,             , ,   4.98,      312998,   6220.5200,    24.80,     1.74,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         158.42,         184.06,         161.13
Y9999  ,加權指數     ,2005/03/08,    18999191,   237769809.00,      906622,    12845400.00,     1082102,    15295187.00,       35044,      390411.00,     -210302,    -2850274.00,       -1.09,      ,             ,      916876,    27566439.95,       70949,     1754068.72,       43443,     1490813.70,       11909,      521624.16,      -39416,     -784692.08,       -4.12,      ,             , ,   4.83,      275972,   6173.3400,    24.32,     1.40,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.72,         186.01,         159.74
Y9999  ,加權指數     ,2005/03/09,    19013504,   238404888.00,      817816,    12107045.00,      780007,    11160084.00,       23312,      300292.00,       14313,      635079.00,        0.08,      ,             ,      909189,    27337354.06,       50340,     1436497.86,       64153,     1879460.06,       21022,      672389.81,       -7687,     -241373.05,       -0.84,      ,             , ,   4.78,      335888,   6213.2800,    22.25,     1.59,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         158.47,         183.94,         161.11
Y9999  ,加權指數     ,2005/03/10,    18999561,   238632193.00,      965049,    13726143.00,      948107,    13145355.00,       30587,      333820.00,      -13943,      227305.00,       -0.07,      ,             ,      880873,    26709553.88,       59558,     1565231.26,       46971,     1273508.04,       15740,      422884.82,      -28316,     -713521.69,       -3.11,      ,             , ,   4.64,      320100,   6192.5300,    23.54,     1.31,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         158.38,         184.44,         161.01
Y9999  ,加權指數     ,2005/03/11,    18973212,   238626205.00,      906096,    13542189.00,      908637,    13228770.00,       23279,      313156.00,      -26349,       -5988.00,       -0.14,      ,             ,      813771,    25336425.73,       98940,     2550003.49,       52311,     1586844.54,       20463,      550412.79,      -67102,    -1513732.84,       -7.62,      ,             , ,   4.29,      290144,   6204.2300,    26.17,     2.18,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         158.76,         183.39,         161.13
Y9999  ,加權指數     ,2005/03/14,    18919370,   238276975.00,      785398,    11942970.00,      814409,    11995708.00,       24709,      288493.00,      -53842,     -349230.00,       -0.28,      ,             ,      790980,    24735772.98,       56305,     1702439.07,       49665,     1509483.43,       15740,      413949.98,      -22791,     -610485.89,       -2.80,      ,             , ,   4.18,      291703,   6155.5100,    24.42,     1.62,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         157.62,         183.98,         160.10
Y9999  ,加權指數     ,2005/03/15,    18684730,   234968286.00,      823862,    12367493.00,     1036137,    15398165.00,       22103,      270133.00,     -234640,    -3308689.00,       -1.24,      ,             ,      703858,    21057726.14,      108905,     3388024.16,       34826,      674184.24,       12891,      359551.63,      -87122,    -3077296.77,      -11.01,      ,             , ,   3.77,      171268,   6063.4800,    24.82,     1.92,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         153.95,         189.47,         156.86
Y9999  ,加權指數     ,2005/03/16,    18650534,   234732049.00,      577158,     8193053.00,      576231,     8062160.00,       35463,      374959.00,      -34196,     -236237.00,       -0.18,      ,             ,      716949,    21259534.20,       37433,     1015186.86,       56989,     1705569.33,        6460,      264504.12,       13091,      425672.88,        1.86,      ,             , ,   3.84,      217509,   6072.3600,    21.23,     1.74,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.30,         190.13,         157.28
Y9999  ,加權指數     ,2005/03/17,    18685623,   235553802.00,      544680,     7846782.00,      480222,     6648784.00,       28797,      351485.00,       35089,      821753.00,        0.19,      ,             ,      688268,    20213179.50,       56063,     1640762.19,       47802,     1295354.21,       20377,      570889.05,      -28681,     -917635.41,       -4.00,      ,             , ,   3.68,      186146,   6032.4700,    19.21,     1.95,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.03,         191.29,         156.98
Y9999  ,加權指數     ,2005/03/18,    18669726,   235516474.00,      488319,     7619640.00,      481533,     7383257.00,       22906,      261158.00,      -15897,      -37328.00,       -0.09,      ,             ,      670451,    19343380.11,       48596,     1474339.91,       38896,     1360398.13,        8443,      281891.95,      -17817,     -388702.05,       -2.59,      ,             , ,   3.59,      189865,   6043.9500,    20.44,     1.84,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.21,         190.41,         156.98
Y9999  ,加權指數     ,2005/03/21,    18667167,   235915397.00,      592157,     9683450.00,      571271,     9045000.00,       23296,      240708.00,       -2559,      398923.00,       -0.01,      ,             ,      678685,    19962933.73,       33794,      942700.23,       53885,     1692350.32,       11850,      422576.00,        8234,      326438.32,        1.23,      ,             , ,   3.64,      247423,   6058.9600,    21.99,     1.66,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.90,         189.03,         157.57
Y9999  ,加權指數     ,2005/03/22,    18622143,   235624239.00,      622420,    10037996.00,      642655,    10037373.00,       24523,      274783.00,      -45024,     -291158.00,       -0.24,      ,             ,      644198,    18791476.58,       58437,     1779687.17,       33123,     1007919.00,        9044,      279031.22,      -34487,    -1054503.70,       -5.08,      ,             , ,   3.46,      169433,   6018.7900,    21.95,     1.59,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         153.78,         190.40,         156.49
Y9999  ,加權指數     ,2005/03/23,    18673924,   236653796.00,      559055,     8678023.00,      493655,     7463524.00,       13584,      175040.00,       51781,     1029557.00,        0.28,      ,             ,      637261,    18468685.58,       45045,     1362811.76,       51420,     1467373.19,       13306,      443722.99,       -6937,     -339307.17,       -1.08,      ,             , ,   3.41,      216961,   6019.4900,    19.04,     1.75,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.55,         188.56,         157.03
Y9999  ,加權指數     ,2005/03/24,    18675459,   236626913.00,      689272,    11373397.00,      673164,    11207485.00,       14545,      189505.00,        1535,      -26883.00,        0.01,      ,             ,      633741,    18794372.52,       46304,     1346365.80,       50616,     1651593.84,        7832,      183945.89,       -3520,      121282.16,       -0.55,      ,             , ,   3.39,      253930,   6001.0000,    23.26,     1.65,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.29,         189.21,         156.85
Y9999  ,加權指數     ,2005/03/25,    18626883,   236417072.00,      580905,     9208922.00,      566981,     9104752.00,       22001,      298486.00,      -48576,     -209841.00,       -0.26,      ,             ,      629538,    18814048.28,       50649,     1497734.12,       54771,     1759368.30,        7238,      220758.12,       -4203,       20484.80,       -0.66,      ,             , ,   3.38,      273430,   6065.9100,    22.47,     2.06,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         156.10,         186.91,         158.39
Y9999  ,加權指數     ,2005/03/28,    18602552,   236405019.00,      622416,    10148995.00,      633857,     9975647.00,       14199,      174162.00,      -24331,      -12053.00,       -0.13,      ,             ,      614327,    18692519.29,       41389,     1136236.93,       32868,     1025732.49,        6684,      198890.50,      -15211,     -309380.97,       -2.42,      ,             , ,   3.30,      229296,   6048.7400,    26.87,     1.59,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         155.54,         187.33,         157.87
Y9999  ,加權指數     ,2005/03/29,    18491691,   234137290.00,      595642,     9511554.00,      724079,    11547059.00,       18627,      221722.00,     -110861,    -2267729.00,       -0.60,      ,             ,      535636,    16035862.46,       91687,     2690302.31,       17048,      534007.43,        4266,      140984.94,      -78691,    -2288094.09,      -12.81,      ,             , ,   2.90,      105121,   5961.2400,    24.59,     2.03,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         152.35,         192.10,         154.88
Y9999  ,加權指數     ,2005/03/30,    18473031,   233736361.00,      503221,     7425393.00,      504985,     7569771.00,       17411,      225399.00,      -18660,     -400929.00,       -0.10,      ,             ,      519076,    15230651.49,       60781,     1756724.82,       51598,     1411696.27,        7375,      263039.23,      -16560,     -608356.56,       -3.09,      ,             , ,   2.81,      175519,   5957.9800,    19.65,     2.19,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         152.57,         191.64,         154.98
Y9999  ,加權指數     ,2005/03/31,    18409317,   232361487.00,      642563,     9854869.00,      682847,    10769680.00,       23229,      441199.00,      -63714,    -1374874.00,       -0.34,      ,             ,      507230,    15525472.35,       63965,     1854494.42,       61779,     2212035.72,        9637,      331740.67,      -11846,       24797.79,       -2.28,      ,             , ,   2.76,      250238,   6005.8800,    22.86,     2.17,             ,               ,             ,               ,             ,               ,             ,             ,               ,               ,            ,            ,            ,         154.14,         188.35,         156.30
