公司代碼,簡稱,年月日,融資餘額(張),融資餘額(千元),融資買進(張),融資買進(千元),融資賣出(張),融資賣出(千元),融資現金償還(張),融資現金償還(千元),融資增減(張),融資增減(千元),融資增減比率,融資使用率,融資限額,融券餘額(張),融券餘額(千元),融券買進(張),融券買進(千元),融券賣出(張),融券賣出(千元),融券現券償還(張),融券現券償還(千元),融券增減(張),融券增減(千元),融券增減比率,融券使用率,融券限額,是否可信用交易(Y),券資比,資券互抵,當日收盤,融資(買+賣)/成交量 %,融券(買+賣)/成交量 %,借券賣出餘額(張),借券賣出餘額(千元),借券賣出(張),借券賣出(千元),借券賣出庫存異動(張),借券賣出庫存異動(千元),借券賣出可使用額度,借券賣出限額,借券賣出(千元)_交易所,融券賣出(千元)_交易所,均價,每股融資成本,每股融券成本,融資維持率,融券維持率,整戶維持率
Y9999  ,加權指數     ,2021/05/04,     9621674,   260221861.00,      848475,    23837258.00,     1233435,    32379752.00,        7245,      354801.00,     -392206,    -8897383.00,       -3.92,      ,             ,      447811,    16568263.53,      111202,     5475991.78,       59721,     3342079.80,        1510,       53926.44,      -52991,    -2187838.39,      -10.58,      ,             , ,   4.65,       32692,  16933.7800,     5.89,     0.48,      8633101,   427007470.69,       219824,    13278771.54,      -111689,    -7841382.60,      2729459,     73041463,    13351637.10,     3350749.17,            ,            ,            ,         171.79,         196.72,         173.34
Y9999  ,加權指數     ,2021/05/05,     9660677,   260229754.00,      617614,    17242476.00,      561946,    16754375.00,        9701,      478050.00,       39003,        7893.00,        0.41,      ,             ,      468685,    17846254.68,       44387,     2701384.03,       70060,     4270259.63,        3743,       73309.91,       20874,     1495165.77,        4.66,      ,             , ,   4.85,       55109,  16843.4400,     4.87,     0.47,      8699676,   431568370.81,       182730,    11549016.97,      -116155,    -5824271.43,      2742408,     73062251,    11538613.78,     4285818.03,            ,            ,            ,         170.25,         195.23,         171.93
Y9999  ,加權指數     ,2021/05/06,     9669501,   259788116.00,      680278,    19100475.00,      664613,    19205095.00,       13741,      336710.00,        8824,     -441638.00,        0.09,      ,             ,      487257,    18978687.90,       43345,     2769464.26,       62888,     3800928.00,        2027,       20967.08,       18572,     1010893.02,        3.96,      ,             , ,   5.04,       55709,  16994.3600,     5.27,     0.42,      8819945,   436117330.91,       217212,    11028806.32,       -96944,    -5433918.70,      2762704,     73057103,    10926359.13,     3810090.52,            ,            ,            ,         170.59,         193.27,         172.19
Y9999  ,加權指數     ,2021/05/07,     9784196,   264296769.00,      752746,    21801586.00,      622388,    16933436.00,       15659,      357669.00,      114695,     4508653.00,        1.19,      ,             ,      515830,    20629332.16,       47354,     2839750.05,       76699,     4506860.56,         772,       27115.84,       28573,     1639994.66,        5.86,      ,             , ,   5.27,       48385,  17285.0000,     5.65,     0.51,      8924205,   445225930.32,       186469,     7846011.84,       -82208,    -4857029.48,      2772316,     73057036,     7806516.66,     4518066.74,            ,            ,            ,         176.51,         188.08,         177.40
Y9999  ,加權指數     ,2021/05/10,     9956502,   270229420.00,      898587,    26391516.00,      703238,    20128357.00,       23041,      330425.00,      172306,     5932651.00,        1.76,      ,             ,      544127,    23041198.38,       51305,     3268789.73,       80779,     4958439.02,        1177,       60186.72,       28297,     1629462.58,        5.49,      ,             , ,   5.47,       30106,  17235.6100,     6.19,     0.51,      8966380,   451498714.41,       129215,     8289798.91,       -87039,    -5182282.35,      2804746,     73057638,     8395336.85,     4958954.85,            ,            ,            ,         176.35,         184.14,         176.99
Y9999  ,加權指數     ,2021/05/11,     9502217,   257565533.00,      874178,    25119292.00,     1319353,    37438305.00,        9446,      323218.00,     -454285,   -12663887.00,       -4.56,      ,             ,      542200,    21800681.75,       84521,     5176685.79,       84235,     4405361.44,        1627,       91468.93,       -1927,     -864708.59,       -0.35,      ,             , ,   5.71,       38732,  16583.1300,     6.14,     0.47,      9163377,   446800646.57,       292481,    15749962.26,       -95485,    -4518876.42,      2877357,     73078977,    16258432.05,     4554850.68,            ,            ,            ,         167.67,         193.00,         169.69
Y9999  ,加權指數     ,2021/05/12,     9084999,   244997172.00,      931374,    24565948.00,     1335958,    36244059.00,       21334,     1247454.00,     -417218,   -12568361.00,       -4.39,      ,             ,      459178,    17499581.25,      150946,     6710477.27,       68658,     3946266.67,         921,       44710.05,      -83022,    -2808920.81,      -15.31,      ,             , ,   5.05,       40498,  15902.3700,     5.64,     0.55,      9185975,   427334956.20,       228830,    13844734.31,      -209220,    -9564969.12,      2979267,     73096591,    14354875.12,     4087695.54,            ,            ,            ,         159.72,         204.62,         162.82
Y9999  ,加權指數     ,2021/05/13,     8854271,   236633451.00,      609785,    15675071.00,      820542,    23101964.00,       19868,      933395.00,     -230728,    -8363721.00,       -2.54,      ,             ,      419540,    15198510.71,       95414,     4358315.24,       57185,     3073745.29,        1409,       34832.11,      -39638,    -1319402.02,       -8.63,      ,             , ,   4.74,       19461,  15670.1000,     4.89,     0.52,      9274885,   423126593.62,       209951,     9989053.07,      -121040,    -5759276.34,      3023792,     73066144,    10133944.83,     3103768.45,            ,            ,            ,         158.28,         206.20,         161.36
Y9999  ,加權指數     ,2021/05/14,     8750310,   230815663.00,      649891,    16344009.00,      728472,    21362916.00,       25369,      797350.00,     -103961,    -5817788.00,       -1.17,      ,             ,      443406,    16495640.65,       52431,     2697920.42,       80512,     4131722.62,        4215,      150371.21,       23866,     1283431.10,        5.69,      ,             , ,   5.07,       35153,  15827.0900,     5.36,     0.52,      9246135,   425229834.71,       267612,    11290010.80,      -296361,   -14115626.23,      3064462,     73078781,    11458354.37,     4282262.33,            ,            ,            ,         157.71,         205.96,         161.08
Y9999  ,加權指數     ,2021/05/17,     8260224,   214583149.00,      605402,    13182653.00,     1048615,    27018450.00,       46722,     2384422.00,     -490086,   -16232514.00,       -5.60,      ,             ,      427678,    15561411.42,       88971,     3782061.80,       75122,     3913772.49,        1879,       45198.75,      -15728,       86511.91,       -3.55,      ,             , ,   5.18,       20365,  15353.8900,     6.29,     0.62,      9350376,   410557018.16,       176183,     8826822.89,       -71944,    -3632242.66,      3108342,     73068131,     8861646.18,     3968522.98,            ,            ,            ,         152.24,         210.44,         156.42
Y9999  ,加權指數     ,2021/05/18,     8326158,   216266426.00,      662859,    16547251.00,      573998,    14077462.00,       22919,      787848.00,       65934,     1683277.00,        0.80,      ,             ,      457947,    17930594.00,       56039,     2943180.98,       89310,     4915584.95,        3002,      194611.03,       30269,     1777792.88,        7.08,      ,             , ,   5.50,       14954,  16145.9800,     5.68,     0.67,      9372706,   426469842.18,       217813,    10891306.59,      -195482,    -9594659.55,      3132463,     73039431,    10931953.03,     5054011.32,            ,            ,            ,         163.38,         195.11,         166.01
Y9999  ,加權指數     ,2021/05/19,     8338619,   218632614.00,      653967,    17760941.00,      611815,    14980495.00,       29691,      414258.00,       12461,     2366188.00,        0.15,      ,             ,      501764,    20815533.89,       50787,     2881210.99,       96753,     5181865.69,        2148,      119019.15,       43817,     2181587.85,        9.57,      ,             , ,   6.02,       29262,  16132.6600,     5.58,     0.65,      9421607,   438227612.56,       219787,    10104739.82,      -170887,    -7395894.85,      3099580,     73020848,    10173374.38,     5215856.42,            ,            ,            ,         166.44,         190.46,         168.66
Y9999  ,加權指數     ,2021/05/20,     8297433,   216571289.00,      548639,    14318445.00,      583530,    16204549.00,        6295,      175188.00,      -41186,    -2061325.00,       -0.49,      ,             ,      514498,    22403862.62,       60098,     3354674.61,       76043,     4829384.61,        3211,       52207.36,       12734,     1422502.58,        2.54,      ,             , ,   6.20,       20026,  16042.3600,     5.36,     0.64,      9613285,   444478389.86,       253678,    10900826.13,       -62003,    -3446225.72,      3116589,     73029290,    11007231.55,     4845145.17,            ,            ,            ,         163.49,         193.80,         166.43
Y9999  ,加權指數     ,2021/05/21,     8417505,   219988990.00,      573959,    16231201.00,      432050,    12388301.00,       21837,      425199.00,      120072,     3417701.00,        1.45,      ,             ,      518503,    23300728.43,       60771,     3604605.97,       67324,     4192077.66,        2538,       59610.25,        4005,      526968.83,        0.78,      ,             , ,   6.16,       24501,  16302.0600,     5.01,     0.64,      9662425,   451799634.18,       194609,     8927421.82,      -145470,    -6058937.17,      3122829,     73023725,     8928426.84,     4211844.70,            ,            ,            ,         168.20,         187.32,         170.13
Y9999  ,加權指數     ,2021/05/24,     8453912,   222033981.00,      552328,    17074117.00,      511669,    14921906.00,        4251,      107143.00,       36407,     2044991.00,        0.43,      ,             ,      519839,    24072268.69,       47773,     3046018.56,       53681,     3245753.98,        4572,      127159.43,        1336,       72575.79,        0.26,      ,             , ,   6.15,       23610,  16338.2900,     5.47,     0.52,      9730162,   457048233.64,       193273,     8931320.60,      -125535,    -5650443.24,      3114330,     73114354,     8688426.02,     3282651.23,            ,            ,            ,         170.92,         184.60,         172.32
Y9999  ,加權指數     ,2021/05/25,     8480448,   222993954.00,      748414,    22625682.00,      716590,    21521748.00,        5287,      143961.00,       26536,      959973.00,        0.31,      ,             ,      509278,    24034824.17,       57504,     3513191.70,       48891,     3241343.09,        1948,       70918.10,      -10561,     -342766.67,       -2.03,      ,             , ,   6.01,       24385,  16595.6700,     5.87,     0.43,      9618500,   463370298.60,       185055,     9071650.05,      -296718,   -13548783.77,      3121650,     73112512,     9105912.69,     3340434.32,            ,            ,            ,         172.52,         185.89,         173.87
Y9999  ,加權指數     ,2021/05/26,     8503672,   225719102.00,      535690,    18060750.00,      501983,    15105037.00,       10483,      230565.00,       23224,     2725148.00,        0.27,      ,             ,      523909,    25570141.40,       36040,     2277996.16,       54100,     3690784.25,        3429,       43169.25,       14631,     1369618.91,        2.87,      ,             , ,   6.16,       18075,  16643.6900,     5.63,     0.49,      9627558,   463695339.06,       140473,     7246660.40,      -131413,    -6605291.17,      3086081,     73111312,     7251566.10,     3733938.68,            ,            ,            ,         173.55,         183.11,         174.57
Y9999  ,加權指數     ,2021/05/27,     8558091,   226935645.00,      543619,    16312890.00,      485786,    14980686.00,        3413,      115661.00,       54419,     1216543.00,        0.64,      ,             ,      532951,    27440246.75,       33182,     2080898.98,       46589,     3314163.32,        4365,      147343.54,        9042,     1085920.86,        1.73,      ,             , ,   6.23,       15334,  16601.6100,     4.80,     0.37,      9725070,   468636651.12,       204594,    11240791.33,      -107082,    -6137512.49,      3067316,     73155216,    11273786.20,     3333201.59,            ,            ,            ,         174.23,         179.67,         174.84
Y9999  ,加權指數     ,2021/05/28,     8711704,   233365365.00,      826989,    25372509.00,      668730,    18784182.00,        4645,      158607.00,      153613,     6429720.00,        1.79,      ,             ,      556327,    29482487.70,       38392,     2809356.13,       65035,     3998100.24,        3267,      220757.40,       23376,      967986.80,        4.39,      ,             , ,   6.39,       17253,  16870.8600,     6.39,     0.44,      9754220,   482141662.80,       176702,    11366174.89,      -147551,    -7104459.00,      3121874,     73168788,    11358759.26,     4036721.23,            ,            ,            ,         178.15,         175.52,         177.85
Y9999  ,加權指數     ,2021/05/31,     8749062,   234047805.00,      847464,    25129594.00,      807608,    24349359.00,        2498,       97795.00,       37358,      682440.00,        0.43,      ,             ,      551036,    29687054.38,       48909,     3321901.85,       49222,     2989685.65,        5604,      111837.73,       -5291,     -444053.86,       -0.95,      ,             , ,   6.30,       32904,  17068.4300,     6.49,     0.38,      9767144,   490637811.92,       152801,     7225247.03,      -139877,    -7458264.20,      3122197,     73168249,     7199546.80,     3018365.49,            ,            ,            ,         179.42,         177.04,         179.14
Y9999  ,加權指數     ,2021/06/01,     8837885,   240126099.00,      760938,    26322674.00,      667937,    20121092.00,        4178,      123288.00,       88823,     6078294.00,        1.02,      ,             ,      563095,    30510218.69,       31099,     2361969.81,       51099,     3171798.15,        7941,      232567.06,       12059,      577261.26,        2.19,      ,             , ,   6.37,       28499,  17162.3800,     6.64,     0.38,      9673066,   489937951.61,       111191,     5051074.22,      -205269,   -10466060.72,      3092118,     73171349,     5108790.12,     3205855.14,            ,            ,            ,         181.74,         172.53,         180.65
Y9999  ,加權指數     ,2021/06/02,     8898544,   240498196.00,      828392,    24316149.00,      763184,    23815011.00,        4549,      129041.00,       60659,      372097.00,        0.69,      ,             ,      550856,    30450828.78,       53985,     3215620.35,       47395,     2637531.96,        5649,      239293.13,      -12239,     -817381.59,       -2.17,      ,             , ,   6.19,       39174,  17165.0400,     6.44,     0.41,      9652673,   488041633.41,       131365,     6886244.66,      -151759,    -8984627.95,      3091452,     73169399,     6939770.88,     2654093.62,            ,            ,            ,         179.85,         174.76,         179.27
Y9999  ,加權指數     ,2021/06/03,     9078805,   245958470.00,      845926,    24751427.00,      657520,    19100700.00,        8145,      190453.00,      180261,     5460274.00,        2.03,      ,             ,      559529,    31198003.24,       30237,     2248344.79,       44005,     2719716.12,        5095,      222046.60,        8673,      249324.74,        1.57,      ,             , ,   6.16,       24823,  17246.1600,     6.79,     0.34,      9626605,   487076642.55,       118358,     5415121.88,      -144426,    -8063099.06,      3079355,     73189293,     5404317.62,     2746764.92,            ,            ,            ,         181.98,         171.37,         180.75
Y9999  ,加權指數     ,2021/06/04,     9044981,   246356191.00,      693343,    20265267.00,      721536,    19725648.00,        5631,      141898.00,      -33824,      397721.00,       -0.37,      ,             ,      562641,    31489144.21,       43538,     2254512.26,       52133,     2563515.04,        5483,      226646.35,        3112,       82356.59,        0.56,      ,             , ,   6.22,       28930,  17147.4100,     6.35,     0.43,      9560678,   482269388.85,       121377,     6405429.57,      -187306,    -8950299.00,      3013418,     73204676,     6419589.78,     2605318.66,            ,            ,            ,         179.70,         174.27,         179.07
Y9999  ,加權指數     ,2021/06/07,     9057693,   245921202.00,      692136,    21028600.00,      675556,    21358307.00,        3869,      105307.00,       12712,     -434989.00,        0.14,      ,             ,      552775,    29492710.00,       51563,     3438675.39,       43608,     2443135.36,        1911,       65004.13,       -9866,    -1060544.12,       -1.75,      ,             , ,   6.10,       34801,  17083.9100,     5.90,     0.41,      9612434,   480838379.30,       116987,     5688790.88,       -65232,    -4098382.61,      3006732,     73219425,     5805454.50,     2457798.30,            ,            ,            ,         177.79,         179.21,         177.95
Y9999  ,加權指數     ,2021/06/08,     9078807,   247496957.00,      469198,    15935537.00,      444693,    14262288.00,        3391,       97494.00,       21114,     1575755.00,        0.23,      ,             ,      558763,    30098808.61,       26122,     1659113.12,       34644,     2020037.43,        2534,      112351.10,        5988,      248573.15,        1.08,      ,             , ,   6.15,       18814,  17076.2100,     5.74,     0.38,      9608690,   481326370.75,        87533,     4635647.95,       -91277,    -6483693.65,      2965980,     73220745,     4750549.42,     2022215.76,            ,            ,            ,         178.39,         176.95,         178.23
Y9999  ,加權指數     ,2021/06/09,     9023542,   247956857.00,      504409,    17720587.00,      551880,    17119063.00,        7794,      141623.00,      -55265,      459900.00,       -0.61,      ,             ,      570298,    30700590.65,       33993,     1886961.56,       49958,     2709948.12,        4430,      230056.99,       11535,      592929.67,        2.06,      ,             , ,   6.32,       20838,  16966.2200,     6.01,     0.48,      9655706,   479452780.39,       143804,     7740454.02,       -96788,    -6094723.95,      2931961,     73262004,     7774580.83,     2766470.61,            ,            ,            ,         177.03,         179.13,         177.27
Y9999  ,加權指數     ,2021/06/10,     9005724,   248039116.00,      510567,    17703420.00,      523464,    17490207.00,        4923,      131162.00,      -17818,       82259.00,       -0.20,      ,             ,      552153,    29685952.78,       48521,     2694616.36,       42505,     2372061.07,       12129,      335855.67,      -18145,     -658411.00,       -3.18,      ,             , ,   6.13,       23738,  17159.2200,     5.36,     0.47,      9650541,   477749166.08,       120636,     6564690.63,      -125801,    -7282114.53,      2916190,     73252154,     6600265.01,     2421226.82,            ,            ,            ,         177.35,         179.31,         177.57
Y9999  ,加權指數     ,2021/06/11,     9100800,   251459915.00,      540861,    20441398.00,      441988,    16909248.00,        3797,      111351.00,       95076,     3420799.00,        1.06,      ,             ,      540553,    30025798.95,       34273,     2076201.75,       33367,     2244632.34,       10694,      524686.04,      -11600,     -356255.46,       -2.10,      ,             , ,   5.94,       25283,  17213.5200,     5.55,     0.38,      9630154,   480709885.41,        93769,     4932518.29,      -114156,    -5376910.06,      2858124,     73260788,     5141278.66,     2247389.65,            ,            ,            ,         178.90,         177.41,         178.73
Y9999  ,加權指數     ,2021/06/15,     9187535,   256269317.00,      603309,    23104813.00,      513471,    18187744.00,        3102,      107621.00,       86735,     4809402.00,        0.95,      ,             ,      559343,    32173389.62,       34668,     2174926.25,       57976,     3709756.76,        5017,      145525.76,       18790,     1454892.41,        3.48,      ,             , ,   6.09,       17341,  17371.2900,     6.11,     0.51,      9691860,   486649066.64,       115478,     5485573.90,       -53773,    -2139029.13,      2804274,     73272074,     5683704.18,     3727227.37,            ,            ,            ,         182.69,         172.94,         181.56
Y9999  ,加權指數     ,2021/06/16,     9139504,   253970327.00,      603804,    22638501.00,      648204,    24830348.00,        3630,      107142.00,      -48031,    -2298990.00,       -0.52,      ,             ,      532224,    30965971.54,       52498,     3671333.16,       37237,     2335180.97,       11858,      598475.79,      -27119,    -1934628.22,       -4.85,      ,             , ,   5.82,       25899,  17307.8600,     5.75,     0.41,      9712779,   487537114.34,       145507,     7318583.00,      -124562,    -6663144.02,      2747778,     73268021,     7327150.66,     2354611.63,            ,            ,            ,         179.52,         176.15,         179.15
Y9999  ,加權指數     ,2021/06/17,     9274215,   260074989.00,      600398,    22602316.00,      461151,    16350080.00,        4537,      147731.00,      134711,     6104662.00,        1.47,      ,             ,      521288,    30739302.83,       37471,     2198431.23,       45161,     2981479.15,       18628,      720542.07,      -10936,       62771.25,       -2.05,      ,             , ,   5.62,       29202,  17390.6100,     5.71,     0.44,      9691200,   486981252.64,       101369,     6229800.45,      -122947,    -6302223.62,      2724304,     73266209,     6305890.45,     3040746.69,            ,            ,            ,         182.71,         172.63,         181.60
Y9999  ,加權指數     ,2021/06/18,     9328222,   262606750.00,      662448,    23579979.00,      600631,    20817512.00,        7810,      230706.00,       54007,     2531761.00,        0.58,      ,             ,      506457,    31804456.36,       41770,     2821568.84,       39247,     3173617.16,       12308,      464264.50,      -14831,     -112216.01,       -2.85,      ,             , ,   5.43,       43606,  17318.5400,     5.72,     0.37,      9646891,   490864550.24,       135648,     6801783.36,      -179957,    -8268431.75,      2711241,     73272802,     6943676.19,     3179850.20,            ,            ,            ,         182.61,         171.60,         181.39
Y9999  ,加權指數     ,2021/06/21,     9388463,   263972137.00,      709122,    23431309.00,      643443,    21911085.00,        5438,      154835.00,       60241,     1365387.00,        0.65,      ,             ,      533753,    34219540.27,       38457,     3418285.67,       71422,     5215680.52,        5668,      282619.90,       27296,     1514616.84,        5.39,      ,             , ,   5.69,       36809,  17062.9800,     6.28,     0.51,      9730975,   487999779.00,       146082,     7140137.16,       -61997,    -4202850.73,      2703212,     73277642,     7262582.11,     5258216.88,            ,            ,            ,         182.16,         169.99,         180.73
Y9999  ,加權指數     ,2021/06/22,     9385559,   264833595.00,      752070,    25265538.00,      753110,    24332013.00,        1841,       71704.00,       -2904,      861458.00,       -0.03,      ,             ,      535736,    34747314.78,       48706,     4292297.94,       60947,     4268783.46,       10256,      421113.79,        1983,     -444944.94,        0.37,      ,             , ,   5.71,       59818,  17075.5500,     6.22,     0.45,      9753702,   492876366.19,       115653,     6596747.34,       -92926,    -5809980.28,      2700502,     73297900,     6645279.46,     4332601.29,            ,            ,            ,         181.62,         172.87,         180.60
Y9999  ,加權指數     ,2021/06/23,     9335362,   262707409.00,      710580,    24688502.00,      744848,    26543932.00,       15929,      270756.00,      -50197,    -2126186.00,       -0.53,      ,             ,      510191,    31679414.36,       55775,     4650900.90,       42082,     3339707.89,       11851,      372502.57,      -25545,    -1683939.41,       -4.77,      ,             , ,   5.47,       46587,  17336.7100,     6.36,     0.43,      9749731,   494047654.68,       103382,     6845718.65,      -107352,    -7177257.59,      2646411,     73295980,     6875948.97,     3336672.11,            ,            ,            ,         180.08,         180.67,         180.15
Y9999  ,加權指數     ,2021/06/24,     9459719,   269060717.00,      618344,    23350639.00,      489858,    16867581.00,        4128,      129750.00,      124357,     6353308.00,        1.33,      ,             ,      506986,    32369045.98,       38038,     2832960.69,       46715,     3567807.48,       11872,      301249.49,       -3205,      432818.79,       -0.63,      ,             , ,   5.36,       44989,  17407.9600,     5.78,     0.44,      9621314,   490900600.70,        82059,     4789832.78,      -210476,   -11985112.94,      2554934,     73294232,     4786335.55,     3624388.35,            ,            ,            ,         183.10,         175.78,         182.28
Y9999  ,加權指數     ,2021/06/25,     9503656,   272029777.00,      667128,    25854044.00,      619020,    22749775.00,        4151,      134917.00,       43937,     2969060.00,        0.46,      ,             ,      508651,    34470612.15,       27217,     2161123.82,       43400,     3849661.23,       14518,      819754.16,        1665,      868783.25,        0.33,      ,             , ,   5.35,       54046,  17502.9900,     6.34,     0.35,      9480153,   489597434.60,        89316,     5382349.95,      -230478,   -11653431.15,      2510267,     73291376,     5396874.76,     3912603.37,            ,            ,            ,         184.55,         173.22,         183.24
Y9999  ,加權指數     ,2021/06/28,     9660881,   280289200.00,      774447,    28499518.00,      612597,    20116734.00,        4624,      123361.00,      157225,     8259423.00,        1.65,      ,             ,      514394,    35898020.65,       34837,     3043834.82,       53754,     3867074.73,       13171,      761056.65,        5743,       61299.72,        1.13,      ,             , ,   5.32,       33417,  17590.9700,     6.90,     0.44,      9510218,   492716785.16,        97040,     5481667.82,       -66975,    -3702731.91,      2481027,     73298281,     5476263.70,     3869265.19,            ,            ,            ,         188.35,         167.79,         185.94
Y9999  ,加權指數     ,2021/06/29,     9563892,   276613307.00,      727308,    28080007.00,      816948,    31566842.00,        7349,      189057.00,      -96989,    -3675893.00,       -1.00,      ,             ,      506693,    34764926.81,       41266,     4156137.01,       42843,     2745944.64,        9278,      348871.50,       -7701,    -1759063.99,       -1.50,      ,             , ,   5.30,       81322,  17598.1900,     6.68,     0.36,      9574049,   497348188.80,       136402,     6519669.96,       -72573,    -3981435.28,      2459402,     73301314,     6565347.67,     2758114.11,            ,            ,            ,         186.36,         171.71,         184.70
Y9999  ,加權指數     ,2021/06/30,     9771526,   286850911.00,      849843,    32247952.00,      638056,    21903556.00,        4153,      107685.00,      207634,    10237604.00,        2.17,      ,             ,      500006,    35083289.90,       40341,     3587080.21,       49661,     4208397.06,       16007,      638921.29,       -6687,      -17604.41,       -1.32,      ,             , ,   5.12,       72452,  17755.4600,     6.64,     0.40,      9490691,   483267038.74,        80211,     4929406.87,      -163569,    -8144652.07,      2462807,     73405043,     4933884.56,     4240220.61,            ,            ,            ,         190.41,         166.42,         187.67
Y9999  ,加權指數     ,2021/07/01,     9726748,   284114788.00,      883409,    30962006.00,      922226,    33565045.00,        5961,      133084.00,      -44778,    -2736123.00,       -0.46,      ,             ,      486749,    35166483.41,       50068,     4526681.46,       45690,     3284883.34,        8879,      531744.08,      -13257,    -1773542.20,       -2.65,      ,             , ,   5.00,      103746,  17713.9400,     6.86,     0.36,      9490116,   500655848.91,       111522,     6897535.53,      -112097,    -5465373.95,      2535831,     73417143,     6902025.40,     3281053.25,            ,            ,            ,         190.57,         165.54,         187.75
Y9999  ,加權指數     ,2021/07/02,     9753692,   289131431.00,      807192,    32144083.00,      767278,    26878957.00,       12970,      248483.00,       26944,     5016643.00,        0.28,      ,             ,      479057,    35779547.87,       41839,     2890185.42,       42625,     4124565.35,        8478,      461309.35,       -7692,      773070.48,       -1.58,      ,             , ,   4.91,       55199,  17710.1500,     6.39,     0.34,      9508321,   502660066.02,       127327,     8135008.12,      -109121,    -6558742.27,      2521133,     73421506,     8147867.50,     4127656.66,            ,            ,            ,         188.71,         169.16,         186.52
Y9999  ,加權指數     ,2021/07/05,     9866959,   298060995.00,      791608,    36571256.00,      673354,    27516017.00,        4963,      124431.00,      113267,     8929564.00,        1.16,      ,             ,      468348,    34436080.56,       36669,     3731050.34,       32745,     2962823.05,        6785,      310061.86,      -10709,    -1078289.14,       -2.24,      ,             , ,   4.75,       57354,  17919.3300,     6.47,     0.31,      9537120,   507572509.49,       114963,     5845597.20,       -86162,    -4917463.93,      2504166,     73424082,     6005367.86,     3063800.85,            ,            ,            ,         190.29,         170.51,         188.18
Y9999  ,加權指數     ,2021/07/06,     9878314,   298634866.00,      640419,    29417165.00,      627054,    28697745.00,        2006,      145549.00,       11355,      573871.00,        0.12,      ,             ,      458181,    35582809.78,       27874,     2818839.65,       32791,     3750722.18,       15084,      665649.96,      -10167,      266232.35,       -2.17,      ,             , ,   4.64,       51141,  17913.0700,     6.34,     0.30,      9539206,   510056713.22,       110084,     5936944.19,      -107998,    -5935471.68,      2489265,     73432432,     5983796.22,     3763283.35,            ,            ,            ,         190.16,         170.45,         188.02
Y9999  ,加權指數     ,2021/07/07,     9805237,   295537905.00,      587835,    24875494.00,      657531,    27835256.00,        3379,      137199.00,      -73077,    -3096961.00,       -0.74,      ,             ,      448029,    34211147.29,       42562,     4650223.36,       44072,     4367946.73,       11662,      547114.55,      -10152,     -829391.15,       -2.22,      ,             , ,   4.57,       49393,  17850.6900,     6.01,     0.42,      9563515,   507420363.89,       120772,     7179285.27,       -96463,    -6724870.27,      2464621,     73446996,     7278602.87,     4351207.58,            ,            ,            ,         186.37,         178.01,         185.49
Y9999  ,加權指數     ,2021/07/08,     9892311,   299350679.00,      681383,    25876649.00,      590657,    21947576.00,        3651,      116299.00,       87074,     3812774.00,        0.89,      ,             ,      453895,    34047992.89,       35492,     3781934.26,       48544,     4387350.23,        7184,      306141.36,        5866,      298852.45,        1.31,      ,             , ,   4.59,       59832,  17866.0900,     5.38,     0.36,      9532459,   507201732.40,       125071,     7658436.49,      -156127,    -8996304.55,      2477516,     73433796,     7793322.72,     4539189.89,            ,            ,            ,         188.16,         175.22,         186.78
Y9999  ,加權指數     ,2021/07/09,     9813976,   295462211.00,      531938,    20525696.00,      603856,    24201550.00,        6418,      212614.00,      -78335,    -3888468.00,       -0.79,      ,             ,      429106,    34100952.03,       45704,     3488677.88,       37116,     4267532.20,       16171,      422741.51,      -24789,      351860.53,       -5.46,      ,             , ,   4.37,       37740,  17661.4800,     5.71,     0.42,      9534068,   500367718.05,       136150,     8046315.47,      -134541,    -9076127.50,      2456384,     73427066,     8051142.31,     4249146.05,            ,            ,            ,         182.38,         185.42,         182.70
Y9999  ,加權指數     ,2021/07/12,     9882419,   299252325.00,      656621,    26262287.00,      582243,    22300106.00,        5932,      172067.00,       68443,     3790114.00,        0.70,      ,             ,      430440,    34585162.93,       34461,     3106499.57,       42254,     3914572.39,        6459,      249639.77,        1334,      558432.92,        0.31,      ,             , ,   4.36,       49861,  17814.3300,     5.92,     0.37,      9596524,   505490204.53,       123225,     6241112.75,       -60769,    -4290897.28,      2436335,     73430631,     6372602.53,     3997662.04,            ,            ,            ,         183.75,         184.16,         183.80
Y9999  ,加權指數     ,2021/07/13,     9703094,   293348290.00,      719494,    28522830.00,      890699,    34152803.00,        8117,      274028.00,     -179325,    -5904035.00,       -1.81,      ,             ,      423983,    32643238.99,       51922,     4633889.89,       51950,     4265890.70,        6485,      328000.67,       -6457,     -695999.87,       -1.50,      ,             , ,   4.37,       38258,  17847.5200,     6.19,     0.40,      9624437,   504213885.29,       148584,     8345703.38,      -120671,    -7952016.61,      2427969,     73441986,     8494215.26,     4289991.00,            ,            ,            ,         178.24,         195.80,         179.98
Y9999  ,加權指數     ,2021/07/14,     9630038,   291248460.00,      552091,    22083416.00,      621074,    23909688.00,        4164,      272772.00,      -73056,    -2099830.00,       -0.75,      ,             ,      384030,    26821825.95,       60616,     5292387.88,       36870,     2285769.65,       16413,      814399.44,      -39953,    -3770499.03,       -9.42,      ,             , ,   3.99,       23318,  17845.7500,     5.42,     0.45,      9690065,   497337120.40,       149285,     7416525.31,       -83656,    -5505812.27,      2421680,     73489472,     7625876.57,     2325589.91,            ,            ,            ,         175.36,         201.02,         177.57
