,Date,DailyReturn,AccReturn
3984,2016-08-16,-0.012703708501592718,0.4303701659893317
3985,2016-08-17,0.012136803011637467,0.43559348391603
3986,2016-08-18,-0.00965633642413121,0.4313872466911774
3987,2016-08-19,-0.009795086360691638,0.4271617713549363
3988,2016-08-22,-9.234732805492394e-05,0.4271223241067045
3989,2016-08-23,-0.005724121107066797,0.42467742419598586
3990,2016-08-24,-0.002199360206194748,0.42374340556873996
3991,2016-08-25,-0.0015482788241661938,0.4230873326270178
3992,2016-08-26,-0.0013785397092398544,0.42250408993851507
3993,2016-08-29,0.0025183149030189446,0.4235680882847937
3994,2016-08-30,-0.005714166199589093,0.42114774983149217
3995,2016-08-31,-0.011601039745242375,0.41626199804707764
3996,2016-09-01,-0.01027598460582551,0.41198449616315574
3997,2016-09-02,0.023168625131003158,0.4215296105145451
3998,2016-09-05,-0.005243661270901848,0.4193192520213517
3999,2016-09-06,0.002504825324372047,0.4203695735028115
4000,2016-09-07,0.002808324944154327,0.421550107861843
4001,2016-09-08,-0.004805913388824952,0.41952417455440916
4002,2016-09-09,-0.011371159697334692,0.4147536981686584
4003,2016-09-10,0.0033496039466388294,0.4161429587929272
4004,2016-09-12,-0.013312459398107816,0.4106030725501879
4005,2016-09-13,0.005356341466649978,0.41280240281402236
4006,2016-09-14,-0.006016695081746213,0.4103186966272782
4007,2016-09-19,0.02465666005434769,0.42043578524396
4008,2016-09-20,-0.00040438288529687493,0.420265768208041
4009,2016-09-21,-0.00656942576399889,0.4175048634426483
4010,2016-09-22,0.00022019453045747065,0.41759679573001773
4011,2016-09-23,-0.0038153934923728363,0.4160034996331537
4012,2016-09-26,-0.007067662508497808,0.4130633272953926
4013,2016-09-29,0.012103350374404433,0.41806277747246595
4014,2016-09-30,-0.012826496788934608,0.41270049659964225
4015,2016-10-03,0.00362392251650238,0.4141960912218414
4016,2016-10-04,0.0031228060154811265,0.41548954526709775
4017,2016-10-05,0.003238266267429575,0.41683501104600584
4018,2016-10-06,-0.00547585582804992,0.41455248262143435
4019,2016-10-07,0.007442767866991541,0.4176379005182707
4020,2016-10-11,0.009746389633956142,0.42170836222262925
4021,2016-10-12,0.007226667294659507,0.42475590825178794
4022,2016-10-13,0.005950021701334124,0.42728321512365597
4023,2016-10-14,0.010443911315016152,0.4317457231288024
4024,2016-10-17,-0.013915220862365284,0.4257378860350835
4025,2016-10-18,-0.004002435691159977,0.4240338975249377
4026,2016-10-19,0.0060670385818618,0.42660652754123873
