,News,All,SVO
0,20141016_2700,【鉅亨-盤前掃瞄】技術面1.5日均線8888.44點，10日均線8957.60點，20日均線9033.12點。2.6日RSI為14.39，12日RSI為32.65。3.9日K值為27.62，9日D值為37.30。4.20日乖離率為-2.93。,"[['RSI', '爲', '14.39'], ['12日RSI', '爲', '32.65'], ['K值', '爲', '27.62'], ['D值', '爲', '37.30'], ['日乖離率', '爲', '2.93']]"
0,20141016_2701,【鉅亨-盤前掃瞄】基本面1.15日交易日以30.420元兌1美元作收，收盤升1.00分，成交值為 6.82億美元。2.集中市場15日外資賣超 35.10億元，投信賣超 0.10億元，自營商賣超22.6億元。3.集中市場15日融資餘額較前1日減少12.21億元，成為2080.15億元，融券餘額較前1日減少 22427張，成為499489張。,"[['1.15日交易日', '兌', '1美元'], ['收盤', '升', '1.00分'], ['成交值', '爲', '6.82億美元'], ['自營商賣', '超', '22.6億元'], ['15日融資餘額', '減少', '12.21億元'], ['融券餘額', '減少', '22427張']]"
