,HighGroup,LowGroup
2013-03-31,1.0,1.0
2013-04-01,0.9923432518005231,0.9935918789566072
2013-04-02,0.9984324646470926,1.003875736051517
2013-04-03,1.0140588999509934,1.0036038488775498
2013-04-04,1.0,1.0
2013-04-05,1.0,1.0
2013-04-06,1.0,1.0
2013-04-07,1.0,1.0
2013-04-08,0.9754574733535529,0.9699624325338971
2013-04-09,1.000668110405267,0.9998404544772764
2013-04-10,0.9983020442348102,1.000835364035239
2013-04-11,1.0122057594941323,1.0146071765615319
2013-04-12,1.0040722552296808,0.9967945922896541
2013-04-13,1.0,1.0
2013-04-14,1.0,1.0
2013-04-15,0.9883105376935475,0.9852747003710702
2013-04-16,1.0031924201526736,1.0056262578996302
2013-04-17,1.0038668125023495,1.0016474621494844
2013-04-18,1.0017674690457854,1.0044196197827218
2013-04-19,1.0178865627953304,1.016177019919501
2013-04-20,1.0,1.0
2013-04-21,1.0,1.0
2013-04-22,1.0084547350929034,1.0039919454560373
2013-04-23,1.0023241788396835,0.9964233888508849
2013-04-24,1.010559447905765,1.0142484081293306
2013-04-25,1.0020474909578907,0.9978000751534418
2013-04-26,0.9927699781914336,0.9942958267210745
2013-04-27,1.0,1.0
2013-04-28,1.0,1.0
2013-04-29,0.9948572211742563,1.0085704534702504
2013-04-30,1.002666343490446,1.0132258924144684
2013-05-01,1.0,1.0
2013-05-02,1.006564510063223,1.0106367658840796
2013-05-03,0.9972055151980564,0.9964192528831808
2013-05-04,1.0,1.0
2013-05-05,1.0,1.0
2013-05-06,1.0006855329384428,1.0056665245283694
2013-05-07,0.9980339275799861,1.0006308329512121
2013-05-08,1.005186729680385,1.0077919518402183
2013-05-09,1.0039799789338397,0.9960393971507415
2013-05-10,1.0030801503500437,0.9980924503154812
2013-05-11,1.0,1.0
2013-05-12,1.0,1.0
2013-05-13,0.9999263804678262,0.994893359415046
2013-05-14,1.00332915963258,0.9959319616935834
2013-05-15,1.0078834997691035,1.008712514334533
2013-05-16,1.0174108239820394,1.0073077897988427
2013-05-17,0.998346530195101,0.9990411999138503
2013-05-18,1.0,1.0
2013-05-19,1.0,1.0
2013-05-20,0.998667678627094,1.0004119762883654
2013-05-21,1.0065938983315001,1.0030418667900476
2013-05-22,1.0073712902422278,1.002618796217612
2013-05-23,0.9830562871856773,0.9810361437750169
2013-05-24,0.9953792152830863,0.9931193692930855
2013-05-25,1.0,1.0
2013-05-26,1.0,1.0
2013-05-27,1.014265852233834,1.0095655011638744
2013-05-28,1.0006158428621423,1.0042403873166346
2013-05-29,1.0085483973227993,1.0024196403357064
2013-05-30,0.9990409284438322,0.9870803257080285
2013-05-31,1.005132889685359,1.0042282478090991
2013-06-01,1.0,1.0
2013-06-02,1.0,1.0
2013-06-03,0.9996350722756417,1.002594538049131
2013-06-04,0.9967220382092147,0.989640560746011
2013-06-05,0.9996448434837276,0.9961009464519789
2013-06-06,0.9882871084998228,0.9900618168363075
2013-06-07,0.9913096058507014,0.9895452975347375
2013-06-08,1.0,1.0
2013-06-09,1.0,1.0
2013-06-10,1.0184489178096883,1.0109828132211387
2013-06-11,0.9969278407168749,0.9957583612231331
2013-06-12,1.0,1.0
2013-06-13,0.9775189065454118,0.9800542204566894
2013-06-14,0.9983654647394387,0.9967096524598386
2013-06-15,1.0,1.0
2013-06-16,1.0,1.0
2013-06-17,1.008467366665392,1.0077887509480117
2013-06-18,1.0073109926628574,1.0044876864229366
2013-06-19,1.002930824902625,1.0018496435314945
2013-06-20,0.9877930824131413,0.9831896139769485
2013-06-21,0.9838756477293796,0.9892020089611948
2013-06-22,1.0,1.0
2013-06-23,1.0,1.0
2013-06-24,0.9923943670830285,0.9988812570254681
2013-06-25,0.983701122277496,0.9875187863162007
2013-06-26,1.010712844857581,1.0127893508222983
2013-06-27,1.015802524007079,1.0075594104296965
2013-06-28,1.0142562581115178,1.0133452039278532
2013-06-29,0.9984999999999999,0.9985454545454545
2013-06-30,1.0,1.0
2013-07-01,1.0145580188860543,1.002572378598861
2013-07-02,0.9906004386742491,0.9949545904161058
2013-07-03,0.9851986135534079,0.9898504581376459
2013-07-04,1.0007566858606345,0.9938197994140865
2013-07-05,1.0235145823658987,1.0068908939761356
2013-07-06,1.0,1.0
2013-07-07,1.0,1.0
2013-07-08,0.9853227556826283,0.9854202772870316
2013-07-09,1.0166292298417838,1.0041913564526705
2013-07-10,1.010053522770077,0.9990497948031061
2013-07-11,1.0249884054737466,1.0182090035291838
2013-07-12,1.0146094300689472,1.0001013600661084
2013-07-13,1.0,1.0
2013-07-14,1.0,1.0
2013-07-15,1.0036106040282657,1.0070805999308379
2013-07-16,1.001830948455644,1.0135460406430623
2013-07-17,1.0065789625740058,1.0059704704784076
2013-07-18,0.9830611109399883,0.9958986262828856
2013-07-19,0.9946026577171552,0.9897025113372614
2013-07-20,1.0,1.0
2013-07-21,1.0,1.0
2013-07-22,1.0096379820104937,1.0081916967516837
2013-07-23,1.0126910350855085,1.0094545123811134
2013-07-24,0.996272790110847,0.9892491660609909
2013-07-25,0.9910726176439678,0.9957914604559207
2013-07-26,0.9941659751779838,0.9984231792547966
2013-07-27,1.0,1.0
2013-07-28,1.0,1.0
2013-07-29,0.9998517654173971,0.9910770779326848
2013-07-30,1.0053016256218033,1.006879801678806
2013-07-31,0.9886782043602262,0.9870202132018917
2013-08-01,1.009180728728838,0.9947472345405444
2013-08-02,1.0040179714805704,0.9976426968049386
2013-08-03,1.0,1.0
2013-08-04,1.0,1.0
2013-08-05,1.004523325690707,1.016990419284702
