,date,segmented
0,2020-09-16,"['蔡明彰', '觀點', '没', '有', '的', '發表會', '到底', '藏有', '哪些', '蘋概', '黑馬', '今天', '報告', '的', '主題', '是', '没', '有', '的', '發表會', '到底', '藏有', '哪些', '蘋概', '黑馬', '萬寶', '投顧', '蔡明彰', '強調', '沒有', '蘋果', '股價', '欲', '振', '乏力', '第二', '季', '的', '財報', '顯示', '佔', '蘋果', '的', '總', '營收', '今年', '換機潮', '將', '會', '延後', '會', '延到', '月中旬', '發表', '月', '下旬', '全球', '開賣', '但', '疫情', '使得', '換機', '的', '需求', '下滑', '及', '銷售', '天數', '減少', '所以', '實際', '的', '銷售', '成績', '不', '明朗', '使得', '禮拜', '二', '蘋果', '發表會', '之後', '股價', '一', '度', '下跌', '收盤', '勉強', '收紅', '收在', '美元', '距離', '歷史', '高點', '美元', '仍', '有', '一段', '的', '距離', '這', '也', '使得', '禮拜', '三', '供應鏈', '大立光', '鴻海', '股價', '收黑', '但', '這', '一', '次', '秋季', '的', '新品', '發表會', '打頭陣', '的', '是', '跟', '搶攻', '疫情', '在', '家', '上班', '娛樂', '遠距', '教學', '的', '商機', '已', '在', '全球', '銷售', '超過', '億', '台', '這', '一', '次', '發表', '的', '第八', '代', '吋', '的', '處理器', '性能', '比', '主流', '的', '平板', '電腦', '快', '二', '倍', '比', '的', '平板', '快', '三', '倍', '也', '比', '現在', '最', '紅', '的', '快', '了', '六', '倍', '其中', '的', '亮點', '是', '第四', '代', '在', '邊框', '的', '設計', '吋', '採用', '的', '處理器', '性能', '提升', '使用', '的', '時間', '小時', '這', '是', '全球', '第一', '個', '採用', '奈米', '晶片', '的', '產品', '使得', '台積電', '禮拜', '二', '的', '大漲', '距離', '歷史', '高點', '僅', '僅', '只', '有', '月日', '之後', '台積電', '停止', '供應', '華', '為', '第四', '季', '營收', '理論', '上', '會', '減少', '但', '最', '大', '的', '客戶', '蘋果', '佔', '台積電', '的', '營收', '高達', '除了', '以外', '這', '次', '的', '及', '預定', '月', '公布', '的', '新', '系列', '蘋果', '自製', '的', '架構', '也', '搭載', '了', '台積電', '奈米', '的', '晶片', '再', '加上', '來自', '超微', '的', '加大', '下單', '台積電', '可望', '在', '第四季', '補足', '華', '為', '的', '營收', '缺口', '萬寶', '投顧', '蔡明彰', '強調', '但是', '對', '比', '禮拜', '三', '台', '積電', '的', '大漲', '同步', '被', '帶動', '的', '半導體', '設計', '恐怕', '無法', '在', '第四季', '營收', '成長', '因為', '華為', '的', '缺口', '無法', '完全', '補足', '所以', '在', '短線', '的', '激情', '之後', '將', '會', '拉回', '再', '過來', '這', '次', '的', '第四', '代', '使用', '了', '的', '充電', '而', '不', '是', '蘋果', '的', '充電器', '之前', '傳出', '今年', '將', '會', '有', '年來', '首', '次', '連', '接線', '大', '變革', '首度', '附贈', '編織線', '材', '的', '充電線', '及', '導入', '了', '的', '接口', '禮拜', '三力麗', '亮燈', '漲停', '力麗', '供應', '聚酯', '錶帶', '這', '家', '公司', '是', '捨去', '過往', '塑料', '材質', '改用', '更', '耐用', '編織線', '獨家', '供應商', '目前', '蘋果', '的', '筆電', '已', '採用', '的', '接口', '但', '平板', '的', '電腦', '只有', '高階', '的', '採用', '這', '次', '第四', '代', '也', '用', '將', '使得', '供應商', '正崴', '良維', '宣德', '獲得', '大', '補丸', '但', '這', '個', '族群', '禮拜', '三', '顯然', '沒', '被', '注意', '其中', '可以', '留意', '宣德', '因為', '母公司', '立訊', '精密', '在', '蘋果', '的', '供應鏈', '角色', '跟', '地位', '的', '提昇', '一', '大', '警訊', '紅色', '供應鏈', '比亞迪', '電子', '證實', '首', '次', '奪下', '的', '代工', '訂單', '在', '陸股', '股價', '創下', '了', '歷史', '新高', '這', '使得', '台廠', '鴻海', '廣達', '仁寶', '原本', '的', '代工廠', '將', '會', '受到', '毛利率', '的', '衝擊', '比亞迪', '電子', '目前', '是', '操刀', '入門款', '的', '但', '明年', '更', '高階', '的', '組裝', '訂單', '可望', '獲得', '殺價', '搶單', '將', '會', '影響', '台廠', '的', '獲利', '能力', '第四代', '以', '跟', '魔法', '鍵盤', '可以', '相容', '魔法', '鍵盤', '售價', '萬', '元', '用上', '了', '最', '新', '的', '相等', '的', '全新', '蘋果', '鍵盤', '立刻', '使得', '升級', '為', '而', '現在', '是', '採取', '剪刀腳', '的', '鍵盤', '供應鏈', '精元', '科嘉', '第三季', '的', '營收', '將', '會', '刷新', '歷史', '新高', '這', '也', '是', '在', '這', '次', '發表會', '當中', '隱藏', '的', '黑馬', '蘋果', '秋季', '第一', '場', '發表會', '完全', '為', '新冠', '疫情', '商機', '所', '精心', '的', '安排', '新款', '的', '可', '暢玩', '主機', '遊戲', '這', '也', '顯示', '新', '顯示卡', '系列', '供', '不', '應', '求', '從', '蘋果', '新品', '的', '發表會', '也', '可', '推斷', '電競', '遊戲', '的', '技嘉', '微星', '曜越', '第三季', '看', '旺', '蘋果', '的', '用戶', '與', '健身', '的', '教練', '聯繫', '起來', '一', '個', '月', '收費', '美元', '一年', '收費', '美元', '突破', '以往', '運動', '偵測', '心跳脈搏', '之外', '這', '次', '更加', '可以', '延伸', '居家', '健身', '的', '商機', '都', '是', '看準', '新冠', '疫情', '當中', '非常', '多', '的', '人', '在', '居家', '上班', '之後', '需要', '健身', '的', '需求', '再', '過來', '工業', '用', '紙', '的', '正隆', '也', '打上', '蘋果', '光', '股價', '禮拜', '三', '再', '創年', '的', '高點', '蘋果', '前', '二', '大', '的', '供應商', '之', '一', '就是', '正隆', '這', '次', '蘋果', '產品', '的', '包材', '大廠', '今年', '本業', '的', '估計元', '以上', '禮拜', '三', '台積電聯電', '連袂', '大漲', '挑戰', '高點', '電子股', '佔', '資金', '的', '比重', '重返', '排擠', '了', '近來', '漲幅', '較', '大', '的', '傳產', '尤其', '是', '塑化', '跟', '航運', '但', '聯邦', '快遞', '上季', '的', '財報', '遠', '優於', '市場', '預期', '美股', '禮拜', '二', '盤', '後', '股價', '狂漲', '反映', '電子', '商務', '在', '疫情', '下', '爆炸性', '的', '成長', '聯邦', '快遞', '為', '工業', '用', '紙', '的', '先行', '指標', '但是', '傳產', '依然', '是', '有', '亮點', '大陸', '十一', '長假', '今年', '長達', '天大陸', '境', '內', '的', '旅遊', '消費', '暢旺康', '師傅', '連續', '二', '根', '的', '漲停', '存託', '憑證', '族群', '雖然', '股性', '投機', '但', '部分公司', '與', '大陸', '消費', '有', '高度', '相關', '禮拜', '三檔', '的', '存託憑證', '當中', '高', '達檔', '收出', '漲停', '立即', '免費', '加入', '蔡明彰', '粉絲團', '可', '獲得', '更多', '資訊', '分享', '蔡', '總選', '黑馬', '蔡明彰', '粉絲團', '蔡', '總選', '黑馬', '蔡明彰', '免費', '影音', '頻道', '蔡', '總選', '黑馬', '蔡明彰', '社團', '蔡', '總選', '黑馬', '蔡明彰', '粉絲團', '本', '公司', '所', '推薦', '分析', '之', '個別', '有價', '證券', '無', '不當', '之', '財務', '利益', '關係', '以往', '之', '績效', '不', '保證', '未來', '獲利', '投資人', '應', '獨立', '判斷', '審慎', '評估', '並', '自', '負', '投資', '風險']"
1,2020-09-16,"['佳穎', '精密', '發債', '籌資', '億', '元', '募集', '完成', '掛牌', '交易', '今年', '以來', '沖壓', '件廠', '籌資', '一', '波', '接', '一', '波', '除', '聯德', '和勤', '完成', '發行', '可', '轉換', '公司', '債', '籌資', '後', '另', '一', '間', '沖壓', '件廠', '佳穎', '精密', '擬', '發', '債', '籌資', '億元', '今日', '完成', '資金', '募集', '預計', '月日', '掛牌', '交易', '佳穎', '精密', '是', '台股', '少數', '跨足', '營建', '業務', '的', '精密', '沖壓', '件廠', '已', '向', '金管會', '送件', '擬', '發行', '有', '擔保', '可', '轉換', '公司', '債', '籌資', '億', '元', '主辦', '券商', '富邦證', '佳穎', '精密', '此', '發債', '市場', '籌資案', '今天', '完成', '募集', '主要', '用途', '在', '償還', '銀行', '借款', '及', '充實', '營運', '資金', '佳穎', '精密', '今年', '上半年', '稅', '後', '純益', '萬', '元', '較', '去年', '同期', '轉虧', '爲', '盈', '每', '股', '純益', '爲', '元', '和勤', '精機', '也', '完成', '發行', '可', '轉換', '公司', '債', '募集', '億', '元', '資金', '主辦', '券商', '合庫證', '分別', '發行', '各', '億', '元', '的', '有', '擔保', '及', '無', '擔保', '並', '已', '完成', '募集', '籌資', '主', '要', '用途', '在', '償還', '銀行', '借款', '及', '改善', '財務', '結構', '安力', '也', '擬', '發債', '籌資', '億', '元', '資金', '可望', '於', '近期', '內', '送件', '安力', '月', '單月', '稅', '後', '純益', '萬', '元', '月', '減', '每', '股', '純益', '爲', '元', '依照', '目前', '股本', '億', '元', '計算', '每', '股', '純益', '爲', '元', '已', '接', '近年', '全', '年', '每', '股', '純益元']"
2,2020-09-16,"['長榮', '不', '跟隨', '同業', '調整', '運價', '聯盟', '成員', '無', '定價', '合作', '針對', '報載', '有關', '馬士基', '帶頭', '漲', '長榮', '海運', '意外', '不', '跟', '訊息', '長榮', '今日', '澄清', '定價', '決策', '過程', '不', '跟隨', '其他', '航商', '腳步', '調整', '公告', '運價', '且', '在', '反托', '拉斯法', '規範', '下', '與', '聯盟', '成員', '絕', '無', '市場', '定價', '合作', '長榮', '說明', '每', '家', '船', '公司', '皆', '有', '自己', '的', '定價', '策略', '長榮', '一向', '是', '依照', '營運', '成本', '和', '市場', '需求', '等', '因素', '綜合', '評估', '後', '訂定', '並', '不會', '跟隨', '其他', '航商', '腳步', '而', '調整', '公告', '運價', '長榮', '表示', '公司', '是', '希望', '運費', '能夠', '合理', '而', '有', '利潤', '而', '非', '暴漲', '暴跌', '同時', '長榮', '強調', '與', '中遠', '雖', '皆', '是', '海洋聯盟', '成員', '但', '聯盟', '運作', '是', '建立', '在', '相關', '航線', '船舶', '翰艙位', '運營', '合作', '的', '基礎', '上', '絕無', '市場', '訂價', '合作', '此', '為', '反托', '拉斯法', '的', '規範', '海洋聯盟', '的', '成員', '會議', '均', '會', '製作', '會議', '紀錄', '遞交', '相關', '主管', '機關', '備案', '因此', '運價', '是否', '調漲', '和', '其他', '海洋聯盟', '成員', '毫無', '關聯']"
3,2020-09-16,"['伺服器', '出貨', '動能', '微增', '供應鏈', '下半年', '營運', '有', '撐', '研調', '機構', '今日', '指出', '隨著', '伺服器', '庫存', '逐漸', '去化', '預期', '資料中心', '的', '採購', '動能', '將', '較', '第三', '季', '微幅', '成長', '伺服器', '相關', '供應鏈', '營運', '也', '可望', '自', '第三季', '回溫', '包括', '晶片廠', '信驊', '機殼廠', '勤誠', '表示', '由於', '新冠', '肺炎', '疫情', '影響', '多數', '雲端', '企業', '採購', '行為', '由', '資本', '支出', '轉向', '營運', '支出', '導致', '伺服器', '採購', '訂單', '趨緩', '預計', '第三季', '生產', '訂單', '與', '整體', '出貨', '將', '分別', '季減', '展望', '第四季', '隨著', '半', '成品', '庫存', '逐漸', '去', '化', '預期', '資料中心', '的', '採購', '動能', '將', '微幅', '成長', '雖', '成長', '幅度', '不及', '第二季', '但', '就', '全年', '來', '看', '今年', '伺服器', '整體', '出貨', '將', '明顯', '優於', '去年', '勤誠', '指出', '儘管', '伺服器', '產業', '上游', '有', '雜音', '公司', '也', '有', '接到', '部分', '客戶', '訂單', '調整', '不過', '看好', '在', '中國', '美國', '客戶', '帶動', '下', '整體', '需求', '仍', '有', '撐', '預計', '第三', '季', '營收', '可', '優於', '去年', '同期', '第四季', '也', '審慎', '樂觀', '全', '年', '營收', '年增率', '仍', '可', '維持', '雙位數', '續創', '歷史', '新高', '信驊', '則', '隨', '著', '第三季', '部分', '庫存', '進行', '調整', '第四', '季', '營收', '也', '可望', '微幅', '回溫', '外資', '認為', '信驊', '全年', '營收', '也', '將', '續', '創', '高']"
4,2020-09-16,"['久陽', '環保', '業務', '跨', '大步', '攜', '子', '公司', '榮福', '奪', '彰化溪州', '焚化爐', '標案', '台鋼集團', '旗下', '螺絲螺帽廠', '久陽', '今日', '公告', '子公司', '榮福', '標下', '彰化縣溪州', '資源', '回收廠', '焚化爐', '操作', '勞務', '專案', '時間', '從', '今年', '月日', '起', '至', '明年', '月日', '共', '個月', '此', '標案', '也', '是', '久陽', '今年', '入主', '榮福', '後', '所', '拿下', '的', '第一', '個', '環保', '專案', '連同', '榮福', '原先', '在手', '營運', '的', '新竹', '焚化爐', '久陽', '環保', '市場', '市占率', '可望', '持續', '提升', '久陽', '認為', '雖然', '此', '次', '取得', '的', '勞務', '合約', '僅', '為期', '不', '到', '一', '年', '但', '彰化縣溪州', '垃圾', '焚化廠', '將', '於', '明年', '月日', '屆滿', '重新', '招標', '將', '重新', '辦理', '下', '一', '階段', '委託', '操作', '管理', '招標', '工作', '期間', '長達', '年', '此', '次', '得標', '練兵', '預計', '對', '參與', '下', '一', '階段', '的', '委託', '操作', '管理', '招標', '事宜料', '將', '有', '所', '助益', '據', '了解', '彰化縣溪州', '垃圾', '焚化廠', '目前', '由', '中油公司', '自行', '代', '操作', '管理', '而', '榮福', '今日', '取得', '溪州', '焚化廠', '的', '勞務', '專案', '久陽', '透過', '協助', '及', '搭配', '中油公司', '人員', '共同', '操作', '該', '廠', '能', '提早', '深入', '瞭解', '實際', '操作', '現況', '及', '設備', '運轉', '情形', '久陽', '指出', '目前', '國內', '營運', '中', '的', '大型', '垃圾', '焚化廠', '共有', '座會', '全力', '備', '戰以', '取得', '更多', '後續', '之', '焚化廠', '整改', '委託', '操作', '管理', '專案', '及', '焚化廠', '興建', '專案', '只要', '得', '標案', '就', '代表', '有', '年', '的', '穩定', '收入', '其中', '部分', '焚化廠', '還', '開放', '垃圾', '自', '收', '權利', '等同', '再', '增添', '整體', '營收', '成長', '的', '動力']"
5,2020-09-16,"['奈米', '案件', '進入', '量產', '力旺', '營收', '可望', '連', '兩', '年', '創', '高', '矽智財', '業者', '力旺', '目前', '奈米', '專案數', '達', '個', '隨著', '客戶', '產品', '進入', '量產', '權利金', '將', '顯著', '成長', '法人', '估', '力旺', '明年', '營收', '將', '年增', '成', '續創', '高', '法人', '指出', '力旺', '客戶', '產品', '多', '分布', '在', '奈米', '製程', '包括', '真', '無線', '藍芽', '耳機', '晶片', '以及', '驅動', '晶片', '等', '明年', '隨著', '產品', '量產', '預估', '明年', '奈米', '製程', '占', '權利金', '營收', '比重', '達', '相較', '今年', '上半年', '明顯', '成長', '此外', '由於', '英特爾', '與', '三星', '等', '國際廠', '分別', '將', '生產', '業務', '外', '包給', '台積電', '聯電力旺', '在', '兩', '家', '晶圓', '代工廠', '皆', '有', '布局', '未來', '幾', '年', '權利金', '業績', '可望', '進入', '高速', '成', '長期', '法人', '估力旺', '在', '台積電', '吋', '晶圓廠', '的', '滲透率', '將', '從', '目前', '提升', '至', '以上', '法人', '估', '力旺', '今年', '營收', '將', '達', '億', '元', '創', '歷史', '新高', '明年', '則', '可', '達', '億', '元', '年', '增成', '續創', '高']"
6,2020-09-16,"['蘋果', '新品', '發表', '平板', '智慧', '手錶', '亮相', '組裝', '供應', '鏈', '出貨', '加溫', '蘋果', '周二日', '舉行', '線', '上', '秋季', '發表會', '主打', '新款', '智慧', '手錶', '平板', '產品', '分別', '推出', '第六', '代', '第八', '代', '強化', '使用', '效能', '市場', '看好', '蘋果', '新品', '將', '掀起', '一', '波', '換購', '潮', '供應', '鏈', '包含', '組裝廠', '鴻海', '仁寶', '等', '出貨', '動能', '增溫', '除', '組裝廠', '受', '惠', '外', '市場', '認為', '瑞儀', '為', '蘋果', '平板', '背光', '模組', '供應商', '觸控', '雙雄', '業成', '宸鴻', '也', '分別', '有', '拿下', '蘋果', '平板', '觸控', '模組', '訂單', '都', '將', '受惠', '蘋果', '新', '平板', '上市', '拉貨', '第', '季', '營運', '不', '看淡', '蘋果', '近年', '以', '搶攻', '微型', '筆電', '市場', '今年', '在', '疫情', '推升', '下', '出貨', '逆勢', '成長', '且', '優於', '市場', '平均', '新款', '除了', '同樣', '支援', '外', '新', '更', '首', '次', '搭載', '最', '新', '處理器', '可望', '提升', '處理器', '效能', '約', '並', '進一步', '搶攻', '遠距', '商機', '市場', '蘋果', '平板', '智慧', '手錶', '今年', '仍', '將', '穩居', '市場', '市', '占', '冠軍', '根據', '研調', '機構', '集邦', '預期', '今年', '全球', '平板', '電腦', '智慧', '手錶', '出貨量', '約', '億台萬', '支', '其中', '蘋果', '將', '分別', '出貨', '達', '萬台萬', '支', '年', '增', '市', '占', '達', '蘋果', '秋季', '發表會', '宣布', '推出', '一', '系列', '軟硬體', '新品', '包括', '以及', '運動', '服務', '搭售', '服務', '等', '雖然', '蘋果', '並未', '釋出', '新款', '消息', '但', '市場', '預期', '蘋果', '最', '快', '下', '個', '月', '就', '會', '發表']"
7,2020-09-16,"['大型', '公共', '工程', '發包', '帶動', '唱', '萬', '年', '清', '再', '拿', '焚化廠', '廢水', '處理', '工程案', '台灣', '積極', '發展', '綠能', '及', '提振', '內需', '大型', '工程', '火車頭', '帶動', '效果', '逐步', '顯現', '中', '廢水', '處理', '業者', '萬年', '清', '在', '大型', '電廠', '後', '首', '次', '取得', '焚化廠', '廢水', '處理', '工程案', '將', '投入', '處理', '廢棄物', '焚燒', '及', '廢熱', '回收', '發電', '興建', '工程', '的', '廢水', '處理', '系統', '這', '也', '是', '萬', '年', '清', '積極', '布局', '廢水', '處理', '商機', '重要', '成果', '之', '一', '有助', '改善', '以往', '海外', '營收', '占', '比', '超過', '成', '以上', '的', '狀況', '萬', '年', '清', '主管', '指出', '今年', '第一季', '受', '疫情', '影響', '全球', '隔離', '封鎖', '政策', '下', '國際廠', '暫緩', '資本', '支出', '萬', '年', '清', '轉向', '積極', '佈局', '台灣', '市場', '萬', '年', '清', '指出', '台灣', '市場', '面對', '台商', '回流', '創造', '可見', '投資', '與', '經濟', '效益', '外', '除', '大家', '熟知', '的', '缺水', '缺', '電', '缺', '工', '缺', '地', '缺', '人才', '等', '經濟', '發展', '五', '缺', '外', '台灣', '已', '出現', '第六', '缺', '缺乏', '處理', '工業', '廢棄物', '的', '能量', '全', '台灣', '現有', '座', '公有', '焚化廠', '已', '進入', '老年期', '當初', '被', '定位為', '處理', '家庭', '垃圾', '卻', '長年', '處理', '事業', '廢棄物', '導致', '焚化', '爐體', '損傷', '事業', '廢棄物', '越積', '越', '多', '引進', '廢轉', '能', '可', '妥善', '處理', '廢棄物', '也', '能', '綠', '能', '發電', '此', '在', '台', '建構', '綠色', '循環', '經濟', '廢棄物', '將', '可', '轉為', '再', '利用', '能源', '進而', '新設', '焚化廠', '提高', '經濟', '效益', '萬', '年', '清', '將', '以', '廢水', '處理', '技術', '及', '工程', '經驗', '應用', '在', '焚化廠', '上', '所', '產生', '之', '廢水', '經', '廢水', '處理', '設備', '處理', '後', '須', '符合', '放流水', '標準', '且', '可', '再', '回收', '利用', '供', '廠', '內', '部分', '製程', '使用', '達到', '循環', '經濟', '之', '效益', '此', '外', '海外', '市場', '部分', '萬', '年', '清', '日前', '接獲', '台橡膠業', '大廠', '越南', '新', '設廠', '訂單', '最', '快', '今年', '底', '認列', '營收', '此', '橡膠業', '下游', '客戶', '預計', '越南', '投入', '第二', '期', '新廠', '與', '其', '舊廠', '廢水', '處理', '設施', '均', '由', '萬', '年', '清', '負責', '萬', '年', '清', '表示', '本', '次', '新', '設', '焚化廠', '廢水', '工程案', '為', '透過', '國內', '大型', '工程', '公司', '取得', '訂單', '該', '工程', '公司', '及', '建造', '焚化廠', '公司', '的', '關係', '企業', '都', '是', '萬年', '清', '客戶', '除', '首', '次', '取得', '的', '焚化廠', '廢水', '工程案', '也', '針對', '其他', '類似', '廢水', '工程', '處理', '系統', '同步', '接洽', '中', '將', '在', '原', '深耕', '食品', '化工', '造紙', '紡織', '染整', '皮革', '製藥', '等', '產業', '廢水', '處理', '外', '持續', '跨', '產業', '布局']"
8,2020-09-16,"['百貨', '周慶', '統一', '時代', '近月', '業績', '收斂', '拚', '檔期', '業績', '持平', '去年', '統一', '超轉', '投資', '統一', '時代', '百貨', '台北店', '今日', '宣布', '今年', '周年慶', '大檔', '將', '於', '月日', '開跑', '首', '次', '結合', '集團', '資源', '與', '高雄', '夢', '時代', '聯合', '舉辦', '周年慶', '是', '史', '上', '最', '高', '回饋', '統一', '時代', '百貨', '台北店', '總經理', '王寶銘', '表示', '上半年', '業績', '受', '新冠', '肺炎', '疫情', '衝擊', '衰退', '約', '不過', '近', '個月', '衰退', '幅度', '收斂', '目標', '此', '檔期', '業績', '要', '達', '與', '去年', '同樣', '水準', '填補', '上半年', '營運', '缺口', '王寶銘', '說', '上半年', '業績', '衰退', '約', '不過', '月', '起', '明顯', '回升', '至', '月', '衰退', '幅度', '已', '收斂', '至', '目前', '穩定', '復甦', '為了', '擴大', '周慶', '回饋', '深度', '首', '次', '與', '高雄夢', '時代', '聯合', '舉辦', '周年慶', '並', '將', '活動', '時間', '較', '往年', '提前', '儘管', '檔期', '共', '縮短', '天', '但', '聚焦天', '的', '檔期', '中', '給出', '較', '深', '的', '回饋', '樂觀', '看', '將', '創造好', '成績', '王寶銘', '進一步', '透露', '隨著', '消費', '模式', '改變', '月', '將', '有', '其他', '行銷', '計畫', '推出', '打破', '以往', '傳統', '促銷', '方式', '改為', '檔期', '能', '短', '就', '不', '長', '藉', '此', '更', '靈活', '操作', '促銷', '讓', '每', '個', '檔期', '做到', '檔檔', '精彩', '而', '檔期', '縮短', '也', '可能', '將', '是', '常態', '目前', '統一', '時代', '百貨', '台北', '店', '會員', '數', '共', '萬人', '會員', '則', '有', '萬', '人次', '聯名卡', '也', '發出', '萬', '張', '未來', '將', '透過', '統一', '集團', '錢包', '支付', '資源', '擴大', '數位', '支付', '布局', '統一', '時代', '百貨', '台北店', '今年', '周年慶', '強打', '化妝品', '送', '全', '館', '送', '滿額', '回饋', '並', '加碼', '以', '紙本', '振興券', '消費', '滿元', '送', '元', '折抵券', '回饋', '達']"
9,2020-09-16,"['首利月', '純益', '萬', '元', '每', '股', '賺元', '首利', '今日', '公布', '自結', '受惠', '電', '競產品', '布局', '發酵', '月', '營收', '億', '元', '月', '增', '年增', '單月', '稅', '後', '純益', '萬', '元', '每', '股', '純益元', '首利', '近年', '積極', '跨入', '電競', '市場', '與', '美國', '廠商', '合作', '共同', '推出', '自有', '品牌', '並', '布局', '全球', '零售', '通路', '市場', '以', '美國', '中國', '歐洲', '為主', '首利', '表示', '隨著', '智慧型', '手機', '行動', '通訊', '裝置', '發展', '購買', '行為', '模式', '出現', '變化', '其中', '電競', '銷售', '逆勢', '增長', '尤其', '消費者', '對', '硬體', '規格', '更為', '要求', '因此', '陸續', '推出', '電競', '周邊', '產品', '包括', '升降', '桌抗', '藍光', '眼鏡', '電', '競護', '腕電', '競椅', '等', '首利', '上半年', '毛利率', '虧損', '較', '去年', '同', '期', '收斂', '稅', '後', '虧損', '億', '元', '每', '股', '虧損', '元']"
