,date,segmented
0,2017-04-15,"['南科', '壓降', '群創', '估', '今日', '完全', '復機', '市場憂', '面板', '供應', '更', '吃緊', '台南', '科學', '園區', '今日', '清晨', '傳出', '壓降', '事件', '造成', '園區', '內', '各', '廠商', '產線', '都', '受到', '影響', '群創', '指出', '台南', '廠', '產線', '機台', '目前', '持續', '復歸', '中', '預計', '今日', '完全', '復機', '至於', '受到', '影響', '的', '產能', '部分', '目前', '仍', '在', '估算', '中', '據', '了解', '園區', '廠商', '受', '影響', '產能', '約', '半', '天', '到', '天', '損失', '金額', '仍', '有待', '估算', '南科', '園區區', '今日', '清晨', '時分', '發生', '壓降', '多', '家', '廠商', '產線', '受到', '影響', '據', '南科管理局', '指出', '主要', '是', '因', '園區', '內', '一', '家', '半導體', '大廠', '主變', '壓器', '發生', '故障', '影響', '園區', '電網', '產生', '壓降', '廠商', '則', '受到', '不同', '程度', '的', '影響', '經過', '搶修', '約', '在', '小時', '後', '修復', '園區', '內', '各', '廠商', '已經', '陸續', '復原', '中', '據', '了解', '各', '廠商', '推估', '約', '有', '半', '天', '到', '一', '天', '的', '產能', '受到', '影響', '群創', '表示', '台南廠', '產線', '機台', '目前', '持續', '復歸', '中', '預計', '今日', '完全', '復機', '據', '了解', '群創', '因', '這', '起', '壓降', '事件', '造成', '停機', '包括', '及', '代產線', '都', '受', '影響', '由於', '面板', '供', '吃緊', '這', '起', '事件', '是否', '影響', '未來', '的', '供貨', '還', '要', '在', '清查', '估算', '後', '才', '能', '得知', '南科', '今年', '月日', '也', '發生', '過無', '預警', '的', '跳電群', '創', '損失', '嚴重', '當時', '對', '產', '能', '約', '造成', '天', '的', '影響', '今日', '再', '因', '壓降', '影響', '產線', '也', '引來', '外界', '關注', '在', '面板', '供應', '吃緊下', '是否', '造成', '更', '進一步', '的', '緊張']"
1,2017-04-15,"['南科', '壓降', '台積電', '受', '部分', '影響', '但', '無礙', '出貨', '聯電', '評估', '中南科', '今日', '上午', '傳出', '壓降', '電壓', '下降', '意外', '晶圓', '代工', '龍頭', '台積電', '指出', '當地', '生產', '確實', '受到', '一些', '影響', '但', '整體', '出貨', '無礙', '聯電', '則', '指出', '實際', '影響', '仍', '要', '進一步', '評估', '南科', '今日', '上午', '時分', '發生', '壓降', '意外', '南科', '管理局', '指出', '由於', '某', '一', '家', '廠商', '變', '壓器', '發生', '故障', '因此', '影響', '廠區', '包含', '台積電', '聯電', '群創', '與', '彩晶等', '廠商', '生產', '影響', '仍', '在', '估算', '台積電', '對', '此', '指出', '上午', '壓降', '確實', '對', '生產', '造成', '影響', '不過', '很', '快', '供給', '就', '能', '補上', '預期', '不', '影響', '整體', '出貨', '聯電', '則', '指出', '目前', '還', '在', '評估', '影響', '程度', '而', '位在', '南科', '的', '封測廠', '南茂', '則', '指出', '並未', '受', '壓降', '影響', '根據', '台電', '說法', '壓降', '意外', '小時', '內', '就', '已', '修復', '完畢']"
2,2017-04-15,"['有', '這', '種', '事', '公司', '去年', '虧損', '每', '名', '董事', '卻', '領', '逾', '萬', '居', '上市', '第四', '高', '證交所', '公告', '去年', '上市', '公司', '董事酬金', '去年', '每', '位', '董事酬金', '由', '台積電', '稱', '冠', '每', '位', '董事', '可', '領到', '萬', '元', '中信金', '每', '位', '董事', '可', '領', '萬', '元', '居次', '股王', '大立光', '每', '位', '董事', '可', '領', '萬', '元', '排名', '第', '金衛', '去年', '稅', '後', '淨損', '億', '元', '每', '股', '稅', '浄', '元', '但', '每', '位', '董事酬勞', '仍', '可', '領', '萬', '元', '排名', '第', '名', '中信金', '去年', '稅', '後', '純益', '為', '億', '元', '每', '股', '稅', '後', '純益', '為', '元', '每', '位', '董事酬金', '也', '高達', '萬', '元', '排名', '第二', '值得', '注意', '的', '是', '雖然', '中信金', '每', '位', '董事酬金', '領取', '金額', '與', '台積電', '相當', '但', '公司', '獲利', '金額', '卻', '明顯', '不如', '台積電', '股王', '大立光', '去年', '獲利', '也', '相當', '亮眼', '稅', '後', '純益', '為', '億', '元', '每', '股', '稅', '後', '純益', '為', '元', '每', '位', '董事', '則', '可', '領走', '萬', '元', '酬金', '排名', '第三', '名', '觀察', '每', '位', '董事酬勞', '金額', '排名', '前名', '金融', '傳產股', '仍', '占', '多數', '包含', '中信金', '在內', '富邦金', '與', '台', '新金', '每', '位', '董事', '酬勞', '都', '有', '萬', '元', '以上', '排名', '在', '前', '十', '大', '科技業', '僅', '台積電', '與', '大立光', '上榜', '剩下', '的', '則', '多', '是', '傳產業', '包含', '正新', '統一', '每', '位', '董事', '酬勞', '也', '有', '萬', '元', '以上', '值得', '一', '提', '的', '是', '金衛', '去年', '營運', '虧損', '但', '董事', '仍', '大領酬勞', '也', '有', '上市', '公司', '去年', '獲利', '但', '每', '位', '董事酬勞', '領取', '金額', '為', '元', '包含', '愛山林全友', '大眾', '控', '及', '廣宇', '至於', '虹光', '大將士紙', '則', '是', '因', '去年', '營運', '虧損', '因此', '董事酬勞', '金額', '掛', '蛋']"
3,2017-04-15,"['另', '類', '球', '敘牧德盃', '企業', '羽球賽', '登場', '老闆', '們', '也', '來', '捧場', '由', '牧德', '科技', '推動', '的', '全', '台', '最', '大', '規模', '企業', '羽球', '對抗賽', '今日', '上午', '在', '台北', '登場', '吸引', '包括', '台積電', '鴻海', '台塑', '華碩', '等', '企業人', '組隊', '參加', '競賽', '爭奪', '同時', '除', '主辦', '的', '牧德', '董事長', '汪光夏', '之外', '如', '萬海集團', '少東', '陳致遠', '應華精密', '董事長', '董俊仁', '亞元', '科技', '董座', '嚴維群', '臺銀證券', '董事長', '林靖', '等', '企業', '老闆', '今天', '上午', '也', '到場', '熱情', '參與', '賽事', '也', '使', '第二', '屆', '的', '牧德盃', '企業', '羽球', '排名賽', '成為', '企業', '老闆', '間', '的', '另', '類', '球敘', '牧德', '科技', '指出', '僅僅', '舉辦', '第二', '屆', '的', '牧德盃', '企業', '羽球', '排名賽', '但', '參賽', '隊伍', '所屬', '公司', '的', '市值', '合計', '已', '超過', '台股', '總', '市值', '除了', '企業', '間', '以', '球', '會友', '之外', '最', '主要', '還是', '為了', '活動', '的', '目的', '企業', '晉用', '體優生', '發聲', '因此', '吸引', '各', '大', '企業', '熱情', '響應', '與', '牧德', '汪光夏', '在', '今天', '羽球場', '賽事', '同組', '奮戰', '的', '萬海集團', '少東陳致遠', '說', '企業', '晉用', '體優生', '最', '大', '優點', '在於', '他們', '能夠', '承受', '挫折', '並且', '服從', '裁判', '的', '特性', '更', '因此', '能夠', '遵循', '工作', '職場', '上', '的', '規則', '並且', '勇於', '接受', '挑戰', '同時', '陳致遠', '說', '在', '常年', '的', '運動', '項目', '上', '他', '除了', '羽球', '之外', '也', '愛好', '騎車', '及', '滑雪', '等', '運動', '第二', '屆', '牧德盃', '企業', '羽球', '排名賽', '由', '光學', '檢測', '大廠', '牧德科技', '及', '台北市政府體育局', '共同', '舉辦', '主要', '是', '為了', '推廣', '晉用', '體優生', '的', '好處', '使', '體優生', '能', '有', '更多', '的', '出路', '才', '能', '無後顧之憂', '的', '在', '運動場', '上', '爭取', '好', '成績', '牧德科技', '指出', '該', '公司', '於', '年', '因緣際會', '聘用', '體優生', '後', '發現', '這些', '體育', '人才', '具備', '陽光', '團隊', '合作', '及', '越', '挫', '越', '勇', '的', '特質', '在', '工作', '表現', '上', '令', '人', '驚艷', '因此', '不斷', '增聘', '至今', '已', '有', '位', '體優生', '進入', '牧德', '不同', '的', '工作', '領域', '牧德', '試圖', '將', '體優生', '帶給', '企業', '的', '好處', '分享', '給', '全', '國', '企業', '因此', '連續', '兩', '年', '舉辦', '牧德盃', '羽球賽', '推廣', '理念', '也', '開始', '得到', '企業界', '的', '響應', '今年', '已', '有', '家', '企業', '提供', '個體', '優生', '優先', '的', '職缺', '牧德', '希望', '拋磚引玉', '讓', '更多', '企業', '提出', '體優生', '優先', '的', '職缺']"
4,2017-04-15,"['熱門', '股', '樺漢', '獲利', '有', '壓', '股價', '跌幅', '逾成', '測元', '支撐', '創月', '新', '低', '工業', '電腦', '樺漢', '今年', '營運', '進入', '調整', '期', '費用', '預期', '將', '明顯', '增加', '加上', '第季', '強勢', '升值', '市場', '預期', '樺漢', '財報', '獲利', '恐', '面臨', '不', '小', '壓力', '股價', '自', '元', '迅速', '修正', '至', '本', '周', '最', '低', '價元', '波段', '跌幅', '逾成', '也', '一', '度', '跌破元', '支撐', '樺漢', '也', '公告', '買回', '庫藏股', '已', '達', '億', '元', '以上', '買回', '張', '數', '張', '金額', '億', '元', '買回', '均價', '為', '元', '樺漢', '去年', '併入', '的', '與', '最', '快', '今年', '下半年', '認列', '營收', '不過', '合併', '綜效', '要', '到', '明年', '才', '會', '見到', '因此', '今年', '進入', '調整期', '將', '呈現', '營收', '成長', '費用', '也', '增加', '的', '態勢', '另外', '樺漢', '第季', '還', '有', '升值', '干擾', '市場', '預期', '業', '外', '將', '有', '匯損', '第', '季', '獲利', '表現', '恐', '不佳', '外資', '近', '個', '月', '皆', '對', '樺漢站', '在', '賣方', '賣', '超', '多', '張', '投信', '也', '賣', '張', '自營商', '則', '小幅', '買超', '樺漢', '啟動', '庫藏股', '也', '積極', '買回', '自家', '股票', '已', '買回', '張', '不過', '本', '周', '股價', '一', '度', '跌破', '元', '下周', '能否', '止跌', '仍', '有待', '觀察']"
5,2017-04-15,"['熱門', '股月', '營收史', '高殖利率', '高德微', '單週', '大漲', '創', '近年', '高二', '極體', '廠德微', '受惠', '於', '車', '用', '市場', '需求', '佳月', '營收', '創下', '歷史', '新高', '前月', '營收', '年增率', '近', '推升', '單周', '股價', '大漲', '也', '來到', '年月', '以來', '的', '近年', '新', '高', '德微', '因為', '公司', '調整', '產品', '配置', '營運', '策略', '奏效', '加上', '車', '用', '二極體', '出貨量', '進入', '市場', '成', '長期', '出貨', '表現', '優於', '預期', '推升', '月', '營收', '持續', '成長', '到', '億月', '增率', '及', '年增率', '分別', '達', '及', '德微', '指出', '公司', '自', '年', '即', '投入', '車', '用', '二極體', '開發', '產品', '出貨', '由', '過去', '汽車', '補修', '市場', '的', '小量', '出貨', '至今', '已', '成為', '一線', '車廠', '認證', '之', '優質', '產品', '尤其', '公司', '自行', '研發', '製造', '之', '真空', '焊接爐', '自動', '生產線', '不但', '生產', '效能', '大幅', '提升', '且', '良率', '高深', '受', '客戶', '的', '信賴', '公司', '將', '持續', '著力', '於', '提升', '二極體', '之', '生產', '效率', '預估', '今年', '車', '用', '二極體', '全年', '出貨量', '將', '可', '倍增', '法人', '預估', '德微', '去年', '全', '年', '車', '用', '二極體', '出貨量', '已', '突破', '萬', '顆', '今年', '受惠', '於', '客戶', '訂單', '大增', '出貨', '可望', '呈現', '跳升', '由於', '車', '用', '二極體', '屬', '高階', '應用', '產品', '也', '有利於', '拉升', '毛利率', '另外', '一', '個', '激勵', '買盤', '進場', '的', '因素', '則', '是', '德微', '將', '配發', '每', '股', '現金', '股利元', '以', '周五', '收盤', '價元', '計算', '現金', '殖利率', '仍', '有', '德微', '日線圖']"
6,2017-04-15,"['熱門', '股', '外資', '大', '買', '萬', '張', '群創', '股價', '衝', '波段', '高檔', '區群', '創', '法說會', '日期', '公告', '將', '在', '月日', '召開', '公布', '首季', '財報', '及', '對', '第季', '的', '展望', '由於', '面板', '價格', '續揚', '首季', '營收', '淡季', '不淡', '外資', '目標價', '調升', '至', '元法人', '看好', '首季', '獲利', '可望', '挑戰', '百億', '元', '三', '大', '法人', '周五', '齊買', '外資', '買超', '張股價', '收元', '衝上', '今年', '來', '波段', '高價區', '群創月', '合併', '營收', '億', '元', '月', '增', '年增', '連續', '兩', '個', '月', '成長', '主要', '受惠', '大', '尺寸', '及', '中小', '尺寸', '面板', '出貨', '齊揚', '分別', '月', '增', '及', '第季', '合併', '營收', '億', '元', '年增', '季減', '美', '系', '外資', '預估', '群創', '首季', '毛利率', '稅', '後', '純益', '約', '億', '元', '每', '股', '純益元', '今年', '稅', '後', '純益', '可', '達', '億', '元', '較', '去年', '億', '元', '大增', '逾', '倍', '每', '股', '純益元', '維持', '買進', '評等', '目標', '價元', '另', '外', '歐', '系', '外資', '及', '日系', '外資', '也', '調高', '群創', '目標價', '歐', '系', '外資', '重申', '優於', '大盤', '表現', '評等', '目標價', '由', '元', '調高', '至', '元日系', '外資', '重申', '買進', '評等', '目標價', '上', '看', '元', '歐系', '外資', '預估', '第季', '面板', '價格', '續揚', '月', '吋', '及', '吋', '電視', '面板', '價格', '持續', '上漲', '吋', '吋', '及', '吋', '面板', '價格', '持穩', '看好', '群創', '第', '季', '及', '第', '季', '的', '獲利', '可望', '持續', '成長', '群創', '周五', '以', '元', '小黑', '開出', '一', '度', '拉升', '至', '元', '也', '曾', '下滑', '至', '元', '終場', '收', '在', '元', '成交', '萬', '張', '統計', '三', '大', '法人', '齊買', '外資', '買', '超張', '投信', '買', '超張', '自營商', '買', '超張', '合計', '三', '大', '法人', '買超', '張']"
7,2017-04-15,"['熱門', '股', '大立光', '首季', '獲利', '佳', '挽', '頹勢', '攻', '克元', '大關', '股王', '大立光', '報出', '首季', '每', '股', '純益元', '的', '佳績', '且', '執行長', '林恩平', '並', '釋出', '月', '營收', '轉趨', '正面', '且', '月', '更', '佳', '的', '訊息', '且', '第季', '單季', '毛利率', '創', '新', '高', '股價', '在日', '開高', '走高', '終場', '以上', '漲', '元', '或', '以', '元', '作收', '其', '股價', '的', '逆勢', '走高', '也', '成為', '市場', '的', '一', '大', '亮點', '大立光', '的', '技術線型', '在', '日', '的', '跳空', '開高', '並', '拉出', '長紅棒', '後', '呈現', '價', '漲量', '增', '走勢', '並', '一舉', '站上', '所有', '均線', '成交量', '並', '放大到', '張', '超越', '日', '及', '日', '均量', '將', '有助於', '突破', '元', '的', '歷史', '高價', '大立光', '公布', '第季', '毛利率', '改寫', '去年', '第季', '創下', '的', '新高', '紀錄', '也', '較', '去年', '同', '期', '的', '大增', '個', '百', '分點', '稅', '前', '盈餘', '為', '億', '元', '稅', '後', '純益', '為', '億', '元', '年增率', '但', '較', '前', '一', '季', '下滑', '每', '股', '純益元']"
8,2017-04-15,"['熱門', '股雅茗', '展店', '加速', '業績', '飆', '股價', '挑戰', '歷史', '新高', '儘管', '第一季', '有', '匯損', '衝擊', '餐飲', '集團', '雅茗季', '合併', '營收', '衝上', '億', '元', '年增', '淡季', '仍', '創', '歷史', '單季', '次', '高', '激勵', '本', '周', '股價', '最', '高', '來到', '元', '持續', '挑戰', '歷史', '高', '點元', '展望', '後市', '隨著', '略', '有', '轉弱', '加上', '全球', '持續', '展店', '進軍', '美國', '市場', '可望', '拉高', '毛利等', '股價', '創', '新高', '可期', '受惠', '於', '旗下', '快樂', '檸檬', '於', '中國', '實體', '門市', '持續', '增加', '以及', '外送電商', '行銷', '成功', '帶動', '平均', '單店', '營收', '提升', '雅茗', '第一', '季', '營收', '大幅', '成長', '雅茗', '指出', '由於', '中國', '外', '送', '電商', '平台', '購物', '快速', '成長', '快樂', '檸檬', '自', '去年', '起', '積極', '布建', '中國', '線', '上', '知名', '餐飲', '外送', '的', '銷售', '通路', '由於', '第一', '季', '快樂', '檸檬', '在', '餓', '了', '麼', '每', '月', '蟬連', '茶飲', '外送', '排行榜', '冠軍', '帶動', '所有', '快樂', '檸檬', '實體', '門市', '平均', '單店', '營收', '較', '去年', '同', '期', '成長', '成果', '亮眼', '展望', '第二季', '快樂', '檸檬', '銷售', '逐漸', '進入', '旺季', '月', '起', '已', '陸續', '透過', '升級版', '的', '快樂', '檸檬', '第三', '代店', '和', '爆榨', '檸檬', '等', '爆款', '新品', '來', '提高', '營運', '績效', '餐食', '品牌', '上', '米其林', '推薦', '餐廳', '西班牙', '餐廳', '正', '籌備', '上海', '的', '第二', '家', '分店', '另外', '雅茗', '與', '日本', '京王集團', '合資', '的', '游香食樂', '咖哩', '餐廳', '目前', '家店', '已', '達', '損益', '平衡', '預計', '今年', '將', '可', '開始', '獲利', '上', '個', '月', '也', '開出', '第家店', '持續', '規劃', '往', '品牌', '授權', '加盟', '邁進', '截至', '月底雅茗', '各', '品牌', '在', '全球', '總門市', '店數', '已', '達家', '其中', '主力', '品牌', '快樂', '檸檬', '在', '首季', '新', '開家']"
9,2017-04-15,"['大同工研院', '攜手', '攻', '節能', '商機', '拚', '年', '完成', '超高', '效率', '馬達', '開發', '大同', '昨日', '宣布', '與', '工研院', '技術', '合作', '目標', '在', '年', '內', '開發', '完成', '符合', '超高', '效率', '馬達', '搶攻', '節能', '商機', '大同', '董事長', '林蔚山', '表示', '大同', '擁有', '多', '年', '的', '馬達', '設計', '製造', '經驗', '是', '國內', '馬達', '產品', '領導', '廠商', '以', '不斷', '改善', '產品', '的', '能效', '作為', '開發', '重點', '他', '指出', '全球', '馬達', '領導', '廠家', '雖', '已', '開發出', '馬達', '但', '大部分', '是', '永', '磁馬達', '或', '磁阻', '馬達', '這', '些', '馬達', '如果', '要', '跟', '現有', '運轉', '中', '的', '舊有', '馬達', '做', '更換', '時', '因', '安裝', '尺寸', '不同', '且', '週邊', '設備', '需', '增加', '控制器', '而', '無法', '互換', '林蔚山', '說', '大同', '的', '馬達', '將', '朝', '共用化', '與', '互換性', '發展', '能', '讓', '設備', '業者', '可', '全面', '將', '舊', '有', '低', '效率', '的', '馬達', '直接', '更', '換成', '超高', '效率', '馬達', '這樣', '才', '能', '讓', '台灣', '的', '節電', '效果', '最', '大', '化', '大同', '指出', '國際電工委員會', '在', '年', '已', '正式', '公告', '效率', '標準', '可', '預期', '未來', '全球', '馬達', '主流', '市場', '將', '由', '提升', '至', '大同', '強調', '已', '領先', '業界', '進行', '馬達', '自力', '開發', '加上', '與', '工研院', '技術', '合作', '後', '未來', '馬達', '可望', '大舉', '擴張', '到', '全', '系列', '產品', '以', '超高', '效率', '馬達', '節電', '效果', '來', '說', '如果', '用', '做', '例子', '來', '看', '若', '由', '直接', '提升', '至', '每', '年', '可', '節省', '電費元', '大約', '年', '就', '可', '回收', '價差', '大同', '認為', '對於', '動輒', '一', '條', '產線', '上百', '顆', '甚至', '上千', '顆', '馬達', '需求', '的', '工業', '用', '領域', '省下來', '的', '電費', '相當', '可觀', '如果', '全', '台', '工業', '馬達', '都', '替', '換成', '超高', '效率', '馬達', '時', '將', '可', '使', '台灣', '免於', '缺電', '危機']"
