,News,All,SVO
0,20210116_0,台積電展望佳、萬六曇花一現、英特爾換CEO 本周重要大事回顧護國神山台積電本周召開法說會，除了去年獲利創新高，對未來營運也樂觀，今年美元營收可望年增 14-16%、資本支出年增幅更上看 6 成，助推台股衝上萬六大關，不過賣壓出籠下，萬六曇花一現，另外，美國總統川普 20 日卸任前，遭到眾議院彈劾，成為史上二度遭彈劾的美國總統。以下是本周重要大事回顧：晶圓代工龍頭台積電 14 日召開法說，公布今年資本支出將達 250-280 億美元，遠高於外資原先預期的 220 億美元，相當於年增 45-62%，除美國亞利桑納州新廠資本支出外，其中 80% 將用於 3 奈米、5 奈米及 7 奈米等先進製程，10% 則用在先進封裝技術量產需求，10% 用於特殊製程。台積電預估，今年晶圓代工產值將成長 10%，美元營收將成長 14-16%，優於平均，未來 5 年內，每年營收年複合成長率 (CACG) 將達 10-15%，將連 16 年寫新高。台積電法說後也激勵股價連日走高，衝破 600 元關卡，最高達 625 元新天價，市值也超車波克夏，成全球市值第十大，挑戰排名第九大的阿里巴巴。延伸閱讀在台積電展望正向推動下，台股 15 日開盤大漲逾 300 點，跳空登上萬六，在寫歷史新高，隨後盤勢出現高檔獲利了結、利多出盡意味，拖累指數開高走低紅翻黑，高低震盪達逾 420 點，但本周仍上漲 152.44 點，周線拉出連 11 紅。美國消費性電子展 (CES) 北美時間 11 日至 14 日登場，受新冠疫情影響為創辦 50 年來首次全面數位化，共計逾千餘家企業參展，但數量僅去年四分之一，展覽仍聚焦 5G、AI、自駕車、智慧醫療，其中 5G 應用受重點討論，IOT、智慧城市、智能交通也獲關注。此外，最令人驚艷的是通用汽車在線上 CES 推出新款電動車，旗下豪華車品牌凱迪拉克 (Cadillac) 更宣布將進軍個人空中運輸交通工具領域，預計推出兩款 Halo 產品線的概念車，包括一架豪華蛋形自動駕駛汽車、一架單座電動垂直起降 (eVTOL) 飛行車。延伸閱讀股后矽力 - KY 日前獲外資調升目標價後，13 日開高走高，最高一度站上 3000 元整數關卡，超車大立光短暫登上股王寶座，續勢挑戰 3000 元大關、股王寶座。而本周收盤報價，大立光為 2860 元、矽力則為 2740 元。美股總統川普即將在北美時間 20 日正式卸任，但 13 日美國眾議院以 232 票對 197 票贊成彈劾川普，也讓川普在卸任前，成為美國歷史上首位遭二度彈劾的總統。川普日前在推文喊話永不放棄、永不認輸後，川普支持者失控闖入國會大廈爆發流血衝突，其中 1 名員警死亡、另有 4 人死亡，除了社群龍頭接連封鎖川普個人帳號外，眾院民主黨也提出一項彈劾條文，指控川普煽動叛亂，破壞政權和平交接。英特爾加速轉型，13 日宣布 CEO 史旺 (Robert Holmes Swan) 將在 2 月 15 日正式卸任，由 VMware 執行長帕特里克 · 格爾辛格 (Pat Gelsinger) 接任。格爾辛格曾在英特爾處理器和伺服器事業部門長達三十年，之後跳槽任 EMC 和 VMWARE 執行長。史旺是在 2016 年加入英特爾，擔任首席財務長，兩年後，史旺獲董事會青睞，空降接任代理 CEO，2019 年正式接任 CEO 職位。日月光投控 15 日公告去年自結，第 4 季稅後純益達 100.44 億元，季增 49.62%、年增 57.35%，每股稅後純益 2.35 元，去年全年稅後純益 275.94 億元，年增 63.77%，每股稅後純益 6.47 元，創下歷史新高。廣明 13 日發布重訊公告，原董事長蔡文弘因公務繁忙、完成階段性任務，將辭任董事長一職，由董事何世池接任，而懸缺近半年的總經理則由廣明執行副總張嘉峰接任。延伸閱讀台股價量齊揚，推升證交稅大幅成長，根據財政部統計，去年 12 月、全年包含證交稅實徵淨額與日均成交量共 4 大項，同步創歷史新高，其中 12 月證交稅收 195 億元，連 15 個月正成長，全年證交稅收 1502 億元、較 2019 年同期更是大增逾 6 成。疫情指揮中心 12 日證實，國內再度爆出院內感染，12 日新增 2 例新冠肺炎本土病例，分別為照顧確診患者的案 838 北部某醫院醫師及其護理師女友為案 839，指揮中心也強調，醫院將採分艙分流感控措施因應，並無須封院。,"[['周', '召開', '法說會'], ['台股', '衝上', '萬六'], ['展望', '遭到', '總統'], ['萬六', '遭到', '總統'], ['史', '遭', '彈劾'], ['支出', '達', '美元'], ['關卡', '高達', '元新'], ['閱讀', '登上', '萬六'], ['跳空', '登上', '萬六'], ['指數', '達', '逾點'], ['震盪', '達', '逾點'], ['間日', '影響', '年'], ['交通', '獲', '關注'], ['汽車', '推出', '品牌'], ['外資', '調升', '目標價'], ['大立光', '登上', '寶座'], ['收盤', '報價', '大立光'], ['永', '認', '者'], ['龍頭', '封鎖', '帳號'], ['英特爾', '加速', '轉型日'], ['執行長', '接任', '格爾辛格'], ['處理器', '長達', '年'], ['公告', '自結', '稅'], ['元', '年增', '稅'], ['純益元', '年增', '稅'], ['純益元', '創下', '董事長'], ['副總', '接任', '延伸'], ['齊揚', '推升', '證交稅'], ['淨額', '創', '歷史'], ['淨額', '創', '新高'], ['成交量', '創', '歷史'], ['成交量', '創', '新高'], ['同步', '創', '歷史'], ['同步', '創', '新高'], ['證交稅', '收', '月'], ['證交稅', '收', '元']]"
