,date,segmented
0,2020-06-16,"['美', '修改', '華', '為', '禁令', '華', '為', '坐擁', '多', '項', '專利', '成美', '發展', '瓶頸', '合作', '制定', '規格', '可望', '統一', '美國', '商務部', '修改', '華', '為', '禁令', '准許', '美企', '與', '華', '為', '合作', '共同', '制定', '標準', '業界', '人士', '分析', '華', '為', '在', '標準', '擁有', '多', '項', '專利', '禁令', '反成', '美國', '發展', '的', '瓶頸', '加上', '現階段', '美國', '在', '競爭', '落後', '中', '韓歐等國', '美國', '政府', '也', '只', '能', '修改', '禁令', '突破', '現階段', '困境', '業界', '人士', '指出', '美國', '過去', '陸續', '針對', '中興華', '為', '祭出', '禁令', '目的', '就是', '藉', '此', '打壓', '中國', '發展', '的', '腳步', '但', '以', '現階段', '來', '看', '中國', '在', '全球', '發展', '上', '仍', '保有', '領先', '地位', '且', '中國政府', '在', '疫情', '後', '祭出', '新基建', '政策', '也', '加速', '的', '推動', '反觀', '美國', '現階段', '在', '標準', '制定', '上', '卻', '遲遲', '未', '見', '成果', '主因', '還是', '華為手', '握', '多', '項', '標準', '的', '關鍵', '專利', '美國', '企業', '無法', '使用', '短', '時間', '又', '無法', '繞道', '突破', '因此', '造成', '標準', '制定', '瓶頸', '加上', '又', '有', '疫情', '攪局', '也', '導致', '發展', '進程', '變慢', '根據', '德國', '研', '調查', '機構', '統計', '截至', '去年', '華', '為', '擁有', '項', '標準', '專利', '高居', '全球', '之', '冠', '韓國', '三星', '有', '項', '居', '第', '位', '中興', '也', '有', '項', '居', '第', '位', '後面', '則', '為', '諾基亞', '愛立信', '等', '廠商', '而', '美企', '專利', '最多', '的', '是', '手機', '晶片廠', '高通項', '排名', '第', '再', '來', '則', '是', '英特爾', '項排', '第', '專利', '數據', '不僅', '凸顯', '美國', '企業', '在', '布局', '與', '中國', '有', '極', '大', '的', '差距', '甚至', '也', '不', '及', '韓國', '以及', '歐洲', '業者', '因此', '業界', '人士', '分析', '美國', '修改', '禁令', '目的', '應', '是', '為了', '藉此', '擺脫', '在', '標準', '制定', '上', '的', '不利', '地位', '但', '針對', '華為', '的', '其他', '禁令', '仍', '未', '解除', '後續', '華為', '會', '不會', '以', '專利', '做為', '籌碼', '與', '美國', '談判', '也', '值得', '關注']"
1,2020-06-16,"['美', '修改', '華', '為', '禁令', '進展', '將', '加速', '聯發科', '可望', '受', '惠', '美國政府', '今日', '證實', '將', '修改', '美國', '企業', '與', '華', '為', '商業', '往來', '的', '禁令', '允許', '美企', '和', '華', '為', '合作', '制定', '標準', '市場', '認為', '隨著', '美中', '兩', '大', '體系', '對', '標準', '達成', '共識', '將', '加速', '發展', '有助', '手機', '市場', '滲透率', '提升', '聯發科', '作為', '手機', '晶片', '廠', '出貨', '動能', '也', '可望', '升溫', '達標', '隨著', '美', '中', '角力', '越', '演', '越', '烈', '雙方', '競爭', '也', '轉變成', '科技戰', '美國', '為', '確保', '網路', '標準', '制訂', '能', '取得', '與', '華', '為', '相同', '的', '技術', '資訊', '同時', '保有', '美國', '企業', '競爭力', '因此', '放寬', '美國', '企業', '與', '華', '為', '商業', '往來', '的', '禁令', '德國', '研調', '機構', '就', '指出', '華', '為', '至今', '年', '月日', '為止', '共', '獲得', '項', '專利', '在', '全球', '排名', '居冠', '因此', '即便', '美國', '持續', '拉攏', '歐洲', '各', '國', '禁用', '華', '為', '技術', '歐洲', '各', '國', '為', '確保', '自家', '建置', '進展', '不', '受', '政治', '因素', '影響', '至今', '仍', '未', '明訂', '禁用', '華', '為', '技術', '美國', '也', '知', '華', '為', '有', '技術', '專利', '優勢', '在', '國際', '標準', '制定', '上', '具備', '話語權', '此', '次', '調整', '禁令', '將', '有助', '美企', '取得', '相關', '技術', '資訊', '強化', '美企', '競爭力', '市場', '認為', '美國', '此', '舉', '將', '有助', '整體', '市場', '在', '兩', '大', '國', '角力', '間', '取得', '科技', '發展', '的', '平衡點', '且', '通訊', '建設', '為', '所有', '應用', '的', '起點', '包括', '手機', '車用', '筆電', '皆', '須', '透過', '基地台', '傳輸', '訊息', '隨', '著', '美中', '在', '標準', '制訂', '上', '取得', '共識', '將', '有利', '等', '其他', '應用', '推進', '聯發科', '為', '手機', '晶片', '大廠', '可望', '隨', '市場', '加快', '建置', '速度', '帶動', '相關', '手機', '出貨', '聯發科', '至', '目前', '為止', '並未', '因', '疫情', '下修', '手機', '市場', '預估', '約', '達', '億', '至', '億', '支', '以', '今年', '手機', '銷量', '億', '支', '推算', '滲透率', '約', '至', '更', '釋出', '手機', '晶片', '出貨', '將', '逐季', '走高', '至', '年底', '顯見', '今年', '出貨', '仍', '可', '達', '原先', '預期', '觀察', '市場', '對', '手機', '的', '看法', '台積電', '估', '今年', '滲透率', '約', '穩懋', '則', '估達', '皆', '維持', '不變', '聯發科', '也', '與', '兩', '家', '大廠', '預估值', '相當', '今年', '仍', '是', '各', '家', '上', '主要', '的', '成長', '動能']"
2,2020-06-16,"['汎銓', '訂單量', '持續', '上升', '預計', '明年', '登', '興櫃', '檢測', '分析', '業者', '汎銓', '主要', '提供', '半導體', '先進', '製程', '第三', '代化', '合物', '半導體', '的', '檢測', '分析', '目前', '訂單', '持續', '攀升', '今日', '也', '宣布', '與', '台新證券', '簽訂', '股票', '上市櫃', '輔導', '契約', '預計', '明年', '登錄', '興櫃', '汎銓', '表示', '公司', '專精半導體', '製程', '研發', '初期', '的', '細微', '結構', '形貌', '及', '成分', '分析', '透過', '操作', '高階', '電子', '顯微鏡', '等', '分析', '儀器', '搭配', '自行', '研發', '的', '技術', '工法', '提供', '客戶', '高', '品質', '專業', '分析', '報告', '是', '全球', '各', '大半導體', '廠商', '重要', '的', '研發', '夥伴', '針對', '美中', '貿易', '紛爭', '汎銓', '認為', '中國', '美國', '及', '其他', '先進', '國家', '已', '積極', '投入', '發展', '高階', '產品', '雖然', '中國', '半導體', '在', '製程', '上', '仍', '相對', '落後', '台灣', '但', '仍', '看好', '未來', '中國', '市場', '發展', '目前', '公司', '已', '在', '台積', '南京', '附近', '設廠', '預期', '未來', '可', '受惠', '中國', '半導體', '成長', '汎銓', '指出', '隨著', '及', '車聯網', '世代', '到來', '終端', '產品', '多樣化', '相關', '應用', '需求', '也', '急', '增為', '因應', '趨勢', '全球', '晶圓', '代工', '大廠', '與', '美系', '日系', '半導體', '設備商', '持續', '研發', '先進', '製程', '微縮', '技術', '帶動', '奈米', '與', '下', '世代', '奈米', '需求', '此外', '第三代化合物', '半導體', '與', '因', '具備', '優異', '訊號', '傳輸', '特性', '更', '符合', '及', '車', '聯網', '世代', '的', '要求', '也', '吸引', '眾多', '半', '導體', '大廠', '逐', '鹿', '市場', '汎銓', '專長', '在', '半導體', '高階', '製程', '及', '材料', '分析', '為了', '掌握', '高', '效能', '運算', '及', '車', '用', '電子', '的', '發展', '趨勢', '及', '商機', '已', '引進', '二', '次', '離子', '質譜儀', '分析', '提供', '更', '高', '精準', '的', '材料', '分析', '服務', '服務', '品質', '已', '受到', '國際', '大廠', '認定', '預期', '會', '在', '貿易', '紛爭', '中', '受惠', '展望', '未來', '隨著', '中國', '大力', '扶植', '半導體', '產業', '並', '訂出', '年半導體', '自製率', '達汎銓', '已', '分別', '在', '南京', '及', '上海', '設立', '據點', '可', '即時', '為', '客戶', '做出', '最', '完整', '且', '快速', '的', '分析', '目前', '訂', '單量', '正', '持續', '攀升', '未來', '前景', '樂觀']"
3,2020-06-16,"['前', '執行長', '黃稟洲', '接任', '友訊', '營運長', '暨', '發言人', '網通廠', '友訊', '今日', '公告', '營運長', '及', '發言人', '一', '職', '由', '光電協進會', '前', '執行長', '黃稟洲', '接任', '黃稟洲', '表示', '首要會', '將', '空懸', '已', '久', '的', '重要', '職缺', '給', '一', '一', '補齊', '完善', '公司', '制度', '友訊', '經營權', '之', '爭', '昨日', '甫', '落幕', '由', '市場', '派', '台鋼集團', '取得', '過半', '席次', '拿下', '席', '董事', '與席', '獨立', '董事', '胡雪', '為首', '的', '原', '公司', '派', '則', '取得', '席', '董事', '席次', '會', '後', '推派', '李中旺', '出任', '董事長', '友訊', '今日', '公告', '空缺', '已', '久', '的', '營運長', '一', '職', '由', '黃稟洲', '接任', '同時', '他', '也', '由', '李中旺', '手', '上', '接下', '發言人', '一', '職', '人事', '異動案', '今日', '生效據', '了解', '黃稟洲', '是', '老友', '訊人', '在', '年', '間', '擔任', '友訊', '行銷', '處長', '之後', '出任', '曜越', '執行', '副總首利', '副總光電協會', '執行長', '擁有', '豐富', '產業', '經驗', '黃稟洲', '指出', '上任', '後', '首要', '會', '把', '功能', '職缺', '補齊', '包括', '執行長', '總經理', '財務長', '等', '空缺', '後續', '則', '會', '鎖定', '產品', '研發', '以及', '定位', '而', '這', '一', '方面', '正', '是', '董事長', '李中旺', '的', '強', '項', '預計', '將', '由', '他', '親自', '操刀']"
4,2020-06-16,"['破解', '二', '次', '疫情', '跨足', '防疫', '新', '生活', '端', '午節', '前', '買好', '買滿', '第一', '波', '新冠', '肺炎', '疫情', '在', '封城', '之下', '獲得', '控制', '各', '個', '國家', '陸續', '解封', '拚', '經濟', '不過', '近期', '傳出', '北京', '接連', '兩', '天', '新冠', '肺炎', '感染', '人數', '創高', '已', '宣布', '封鎖', '部份', '地區', '美國', '包括', '亞利桑那州德州', '與', '阿肯色州', '過去', '一', '週', '新增', '確診', '人數', '也', '上揚', '增添', '市場', '對', '第二', '波', '疫情', '爆發', '的', '疑慮', '美國', '疾管局', '警告', '萬一', '確診', '病例', '大幅', '增加', '各', '州', '或許', '需', '重新', '實施', '嚴格', '的', '社交', '距離', '不過', '美國', '財政部長', '穆努欽', '表示', '美國', '不會', '二', '度', '封鎖', '經濟', '聯準會', '重要', '官員', '指出', '防疫', '措施', '與', '振興', '經濟', '是', '同等', '重要', '的', '聯準會', '主席', '鮑爾', '重申', '竭', '盡', '全力', '救', '經濟', '將', '買進', '個人', '企業', '債券', '代表', '更', '全', '面地', '買進', '企業', '債券', '聯準會', '將', '繼續', '支持', '信貸', '市場', '持續', '提供', '大量', '流動性', '挹注', '市場', '積極', '救市', '面對', '二', '次', '疫情', '爆發', '下人們', '已', '能', '從', '第一', '次', '抗疫', '的', '經驗', '重新', '調整', '生活', '型態', '與', '消費', '模式', '對', '疫情', '也', '不再', '過度', '恐懼', '人們', '生活', '更', '倚賴', '數位化', '生活', '而', '這些', '數位化', '城市', '與', '智慧', '家庭', '都', '比', '以往', '更', '倚賴', '的', '傳輸', '台灣', '的', '在', '月', '正式', '開', '通通過', '更', '快速', '連結', '非', '接觸', '產業', '的', '興起', '也', '可以', '說', '跨足', '到', '全球', '人類', '防疫', '新', '生活', '大陸', '加速', '發展', '基礎', '建設', '雖說', '一', '開始', '的', '目標', '並非', '為了', '防疫', '但', '意外', '卻', '成為', '人類', '防疫', '的', '重要', '建設', '估', '今年', '底', '前', '中國', '境', '內', '開通', '超過', '萬', '座', '基地', '台', '台灣', '電路板', '協會', '評估', '若', '依照', '規劃', '數量', '來', '看至', '年底', '大陸', '將', '有', '超過', '萬', '新', '的', '基地台', '上線', '這些', '訂單', '在', '業者', '營運', '上', '將', '會', '集中', '在', '第二三季', '來自於', '基地台', '的', '商機', '將', '比', '第一季', '更', '龐大', '萬寶', '投顧', '陳子榕', '指出', '我', '在', '上', '週五', '月', '日文', '若', '大盤', '回檔點', '這', '族群', '回檔', '後', '可望', '在', '衝', '一', '波', '裏頭', '所', '提到', '上', '週五', '說', '指數', '會', '回檔', '修正', '果然', '從', '點', '向', '下', '修正', '至', '點', '修正', '點', '果真', '如', '我', '預期', '約點', '的', '修正', '但', '我', '上', '週五', '文', '中', '也', '預告', '可', '趁', '指數', '修正', '趁機', '買進', '好', '股', '大', '撿', '便宜貨', '如', '穩懋', '週二', '收元', '漲', '南電', '將', '創高', '收元', '漲', '預估', '南電', '股價', '有', '機會', '上', '元月', '中旬', '所', '分享', '的', '矽力', '至今', '創', '元', '天價', '波段', '漲幅', '高達', '倍聯發科', '收', '最', '高元', '這', '波', '也', '大漲', '九成', '之前', '的', '力旺', '瑞昱', '等等', '這些', '長線股', '高檔', '整理', '可望', '再', '衝', '一', '波', '估', '漲', '勢未', '結束', '拉回', '繼續', '偏多', '萬寶', '投顧', '陳子榕', '指出', '後疫', '時代', '相關', '族群', '紛', '創', '新高', '這些', '領先', '創', '高', '的', '個股', '具有', '母雞', '帶', '小雞', '的', '示範', '效果', '建議', '投資人', '於', '下週', '端', '午前', '好', '股', '拉回', '時', '伺機', '尋找', '好', '的', '進場點', '佈局', '我', '提供', '幾', '檔', '值得', '注意', '的', '防疫', '新', '生活', '概念股', '幫助', '大家', '選', '股', '聯詠', '聯詠', '通過', '每', '股', '配發', '元現金', '股利', '聯詠', '首季', '元創', '單季', '新', '高月', '營收', '為', '歷史', '次高', '聯詠', '今年', '驅動', '觸控', '與', '驅動', '整合', '出貨量', '都', '有望', '超越', '去年', '光學', '指紋', '辨識', '預計', '第四', '季', '量產', '全', '年', '將', '延續', '成長', '表現', '再', '創', '新高', '預估', '今年', '上', '看', '元', '給予', '倍本益', '比', '估', '股價', '中', '長線', '上', '有元', '實力', '聯鈞', '月日', '舉行', '股東常會', '通過', '去年', '度', '配發', '現金', '股利', '元', '聯鈞', '今年', '首季', '稅', '後', '純益', '萬', '元', '年增倍', '季增', '聯鈞', '光電', '為', '全球', '前', '三', '大', '高階', '專業', '雷射', '二極體', '封裝', '測試廠', '估', '聯鈞', '今年', '本業', '下半年', '業績', '可望', '優於', '上半年', '投信', '於', '月初', '已', '逐漸', '回補', '持股', '具', '籌碼', '優勢', '泰鼎', '為', '硬板廠', '泰鼎南進', '轉單', '持續', '發酵', '今年', '前月', '營收', '創高', '看好', '韓系板', '出貨', '一路', '旺', '到', '明年', '加上', '機', '上', '盒', '印表機', '訂單', '轉強', '力拚', '今年', '第三季季', '成長', '雙位數', '第四季', '維持', '高檔', '估', '今年', '獲利', '上', '看元', '目前', '本益比', '還', '有', '拉高', '的', '空間', '當然', '還', '有', '一些', '具', '籌碼', '優勢', '的', '設計', '相關', '個股', '在', '篇幅', '有限', '之下', '請', '直接', '進入', '粉絲團', '看看', '了', '希望', '對', '讀者', '大眾', '有其', '幫助', '立即', '免費', '加入', '陳子榕', '粉絲團', '可', '獲得', '更多', '資訊', '分享', '戰情中心', '陳子榕', '社團', '戰情中心', '陳子榕', '粉絲團', '戰情中心', '陳子榕', '粉絲團', '本', '公司', '所', '推薦', '分析', '之', '個別', '有價', '證券', '無', '不當', '之', '財務', '利益', '關係', '以往', '之', '績效', '不', '保證', '未來', '獲利', '投資人', '應', '獨立', '判斷', '審慎', '評估', '並', '自', '負', '投資', '風險']"
5,2020-06-16,"['廣明', '前', '月', '純益', '億元', '元', '廣明', '因', '光碟', '機案', '股價', '遭受', '利空', '遭', '列入', '注意', '股', '今日', '應', '主管', '機關', '要求', '公告', '自結', '財務', '數據', '月', '稅', '後', '純益', '達', '萬', '元', '年增', '每', '股', '純益元', '今年', '前', '月', '稅', '後', '純益', '億', '元', '每', '股', '純益元', '廣明月', '合併', '營收', '億', '元', '月', '增', '年增', '累計', '月', '合併', '營收', '億', '元', '年增', '稅', '後', '純益', '為', '億', '元', '年增', '每', '股', '盈餘', '為', '元', '優於', '去年', '同', '期', '廣明', '預定', '明日', '召開', '股東會', '市場', '預期', '光碟案', '將', '成', '股東會', '焦點', '值得', '關注', '的', '是', '廣明', '本', '次', '股東會', '將', '進行', '董事', '全面', '改選', '根據', '議事', '手冊', '名單', '顯示', '現任', '董事長', '林百里', '董事', '梁次震', '都', '將', '退出', '董事', '廣明', '所', '提', '新任', '董事', '候選', '名單', '為', '現任', '總經理', '何世池廣達', '代表人', '黃健堂', '蔡文弘', '張嘉峰', '獨立', '董事', '王關生', '蔡有智', '陳彥豪']"
6,2020-06-16,"['碩辣椒', '自製', '手遊', '新作', '戦国月', '進軍', '日本', '市場', '興櫃', '遊戲', '股', '碩', '辣椒', '今日', '宣布', '自製', '研發', '的', '美少女', '動作', '手遊', '新千姬', '大亂鬥', '將', '攜手', '日本', '傲世', '辣椒', '發行', '日版', '預計', '月', '上市', '法人', '看好', '今年', '在', '真三國', '無雙', '斬', '新千姬', '大亂鬥款', '手遊', '貢獻', '下', '加上', '月', '啟動', '美術', '外包', '專案', '今年', '營運', '有', '機會', '轉盈', '新千姬', '大亂鬥', '為', '碩', '辣椒', '自製', '研發', '的', '美少女', '動作', '手遊', '定名為', '戦国月', '將', '搶進', '日本', '市場', '該', '款', '手遊', '為', '日本', '授權', '由', '碩', '辣椒', '團隊', '負責', '開發', '將', '原作', '卡牌', '戰鬥', '升級為', '美', '少女', '手遊', '除', '戦国外碩', '辣椒', '昨日', '也', '宣布', '旗下', '自製', '研發', '手遊真', '三國', '無雙斬繼', '先前', '推出', '全球版', '日本版', '後', '將', '聯手', '中國', '遊戲', '大廠', '北京', '暢遊', '推出', '中國版', '預計', '第季', '上市', '為', '營運', '添動能', '法人', '預估', '戦国', '在', '日本', '推出', '後', '首月', '營收', '可望', '達', '萬', '元', '加上', '真三國', '無雙', '斬', '也', '將', '進軍', '中國', '市場', '今年', '營運', '有', '機會', '轉盈', '明年', '獲利', '可望', '持續', '升溫']"
7,2020-06-16,"['瀚宇博', '取得', '嘉聯益席', '董事', '焦佑衡', '任', '副董', '軟板廠', '嘉聯益', '今日', '召開', '股東會', '並', '完成', '董事', '改選', '瀚宇博', '持有', '股權', '今天', '改選', '中', '增加', '取得', '一', '席', '董事席次', '共', '拿', '二', '席', '瀚宇博', '董事長', '焦佑衡', '也', '將', '以', '法人', '代表', '身分', '出任', '嘉聯益', '副董事長', '而', '原任', '嘉聯益', '副董事長', '吳永輝', '則', '卸下', '職務', '但', '仍', '為', '董事', '嘉聯', '益年', '營收', '億', '元', '毛利率', '年', '減', '個', '百', '分點', '稅', '後', '純益', '億', '元', '年', '減', '每', '股', '純益', '為', '元', '今年', '首季', '營收', '億', '元', '年', '減為', '連', '兩季', '營收', '年', '衰退', '且', '第一季', '因', '產能', '利用率', '偏低', '稅', '後', '虧損', '億', '元', '每', '股', '虧損', '元', '嘉聯益', '今天', '股東會', '通過', '配發', '元', '股票', '股利', '及', '元', '現金', '合計', '元', '嘉聯益', '主管', '表示', '第一', '季', '虧損', '主要', '來自', '能', '利用率', '偏低', '及', '防疫', '成本', '第二', '季', '則', '因', '疫情', '造成', '筆電', '平板', '的', '需求', '升高', '形成', '營收', '回升', '且', '在', '第三', '季', '的', '營運', '預估', '將', '優於', '第二季', '表現', '嘉聯益', '主管', '指出', '手機', '平板', '筆電', '等', '天線', '數量', '是', '手機', '一', '倍', '高', '頻', '價格', '高於', '原有', '軟板', '價格', '嘉聯益', '軟板', '技術', '領先', '透過', '與', '國際', '大廠', '策略', '合作', '及', '佈局', '引進', '新', '客戶', '期許', '相關', '及', '高頻', '應用', '產品', '占', '營收', '提升', '至', '成', '以上']"
8,2020-06-16,"['展旺', '前', '月', '純益', '億', '元', '較', '去年', '轉盈', '每', '股', '賺', '元', '原料', '藥廠', '展旺', '已', '改名為', '松瑞', '製藥', '今日', '公布', '自結', '受惠', '肺炎', '疫情', '帶動', '許多', '舊', '客戶', '回流', '抗生素', '產品', '供', '不', '應求', '前', '月', '純益', '億', '元', '較', '去年', '同', '期', '虧', '轉盈', '每', '股', '純益', '元', '展旺月', '營收', '億', '元', '月', '增', '年', '增稅', '後', '純益', '萬', '元', '每', '股', '純益元', '前', '月', '營收', '億', '元', '年', '增', '展', '旺', '旗', '下培南', '抗生素', '產品', '搭上', '新冠', '肺炎', '需求', '在', '美國', '出現', '供貨', '吃緊', '情形', '訂單', '能見度', '看', '至', '年底', '法人', '預期', '展', '旺', '主要', '出貨', '國家', '為', '美國', '占', '營收', '比重', '在', '美國政府', '客戶', '拉貨', '動能', '強勁', '下', '下', '半年', '營收', '比重', '將', '突破成', '全', '年', '上看', '億', '元', '獲利', '則', '可望', '翻倍', '成長', '展', '旺', '因', '產線', '供不', '應求', '已', '啟動', '擴產', '計畫', '且', '產線', '配置', '已', '完成', '展旺原', '預計', '第季', '投產', '不過', '美國', '期盼', '加快', '供貨', '速度', '預估', '產線', '將', '有', '機會', '提前', '至', '第季底', '啟動']"
9,2020-06-16,"['智晶', '醫療', '產品', '需求', '穩', '布局', '系統', '整合', '效益', '下半年', '發酵廠', '智晶', '今日', '舉辦', '法', '說會', '董事長', '王鴻鈞', '表示', '第季', '醫療', '需求', '優', '預期', '疫情', '遞延', '效應', '也', '讓', '各', '產品', '需求', '回溫', '展望', '下半年', '雖然', '疫情', '變化', '仍', '是', '最', '大', '變數', '但', '近年', '調整', '營運', '朝', '系統', '整合', '發展', '下半年', '隨', '新品', '推出', '後', '效益', '可望', '發酵', '估', '第季', '營運', '可望', '持平', '或', '小幅', '成長', '法人', '估', '智晶', '第季', '營收', '可望', '季增', '逾成', '上看', '億', '元', '獲利', '也', '可望', '同步', '提升', '王鴻鈞', '表示', '近年', '逐步', '降低', '消費性', '產品', '比重', '其中', '穿戴', '裝置', '因', '搶進', '市場', '前', '月', '營收', '比重', '已', '降至', '未來', '會', '朝', '少量', '多樣', '朝', '軟硬體準', '系統', '布局', '強調', '獨特性', '發展', '產品', '方面', '智晶', '每年', '研發', '費用', '超過', '億', '元', '也', '加入', '經濟部', '技術處', '計畫', '可', '應用', '在', '瞄準', '鏡測距儀', '抬頭', '顯示器', '等', '第', '季', '也', '將', '有', '一', '款', '家電', '產品', '開始', '放量', '生產', '系統', '及', '準', '系統', '方面', '規劃', '在', '第季', '推出', '母嬰', '奶溫', '感測器', '明', '後年', '則', '有', '運動', '眼鏡', '蛙鏡', '智能', '安全帽', '等', '產品', '可望', '為', '營運', '添動', '能', '產品', '營收', '比重', '上', '今年', '前', '月', '智晶', '工控', '產品', '占', '比', '網通', '醫療', '則', '受', '惠', '急單', '成長', '到', '穿戴', '產品', '占比', '已', '不', '到', '其他', '則', '為', '光學車', '用', '產品', '智晶月', '合併', '營收', '達', '億', '元', '月', '減', '年', '增', '累計', '今年', '前', '個', '月', '合併', '營收', '達', '億', '元', '年', '減']"
